Percentage served,Time in ms
0,196.137
1,196.137
2,196.137
3,196.192
4,196.192
5,196.192
6,196.192
7,196.192
8,225.007
9,225.007
10,225.007
11,225.007
12,225.007
13,347.653
14,347.653
15,347.653
16,347.653
17,347.653
18,397.405
19,397.405
20,397.405
21,397.405
22,397.405
23,417.813
24,417.813
25,417.813
26,417.813
27,417.813
28,559.836
29,559.836
30,559.836
31,559.836
32,559.836
33,630.133
34,630.133
35,630.133
36,630.133
37,630.133
38,805.871
39,805.871
40,805.871
41,805.871
42,805.871
43,807.771
44,807.771
45,807.771
46,807.771
47,807.771
48,922.307
49,922.307
50,922.307
51,922.307
52,922.307
53,1143.226
54,1143.226
55,1143.226
56,1143.226
57,1143.226
58,1436.462
59,1436.462
60,1436.462
61,1436.462
62,1436.462
63,3689.649
64,3689.649
65,3689.649
66,3689.649
67,3689.649
68,59352.059
69,59352.059
70,59352.059
71,59352.059
72,59352.059
73,61646.476
74,61646.476
75,61646.476
76,61646.476
77,61646.476
78,63933.969
79,63933.969
80,63933.969
81,63933.969
82,63933.969
83,120000.416
84,120000.416
85,120000.416
86,120000.416
87,120000.416
88,120073.027
89,120073.027
90,120073.027
91,120073.027
92,120073.027
93,120086.000
94,120086.000
95,120086.000
96,120086.000
97,120086.000
98,0.257
99,0.257
100,120086.000
