Percentage served,Time in ms
0,7.505
1,19.684
2,22.201
3,26.304
4,41.251
5,54.755
6,77.237
7,91.919
8,99.269
9,100.938
10,102.102
11,103.036
12,106.721
13,113.478
14,125.981
15,139.485
16,155.271
17,172.031
18,186.973
19,196.210
20,200.887
21,203.217
22,204.821
23,206.096
24,208.750
25,214.723
26,222.593
27,233.254
28,241.332
29,250.997
30,261.541
31,272.907
32,284.844
33,289.806
34,297.621
35,304.529
36,306.982
37,307.958
38,311.906
39,320.557
40,326.754
41,334.253
42,341.846
43,347.504
44,355.783
45,361.991
46,366.110
47,375.419
48,380.543
49,386.636
50,392.277
51,398.447
52,405.178
53,410.136
54,416.797
55,422.162
56,427.110
57,434.365
58,441.763
59,450.294
60,458.333
61,465.129
62,473.312
63,482.889
64,493.826
65,506.512
66,514.680
67,524.495
68,539.269
69,556.049
70,573.600
71,594.970
72,613.997
73,624.515
74,641.981
75,659.293
76,684.220
77,706.752
78,743.345
79,791.049
80,821.766
81,853.819
82,883.839
83,937.533
84,988.877
85,1020.899
86,1137.336
87,1426.418
88,1658.460
89,2135.617
90,3132.137
91,5973.613
92,8102.270
93,9400.253
94,12733.583
95,19011.080
96,28612.099
97,39591.308
98,43397.552
99,48291.493
100,73515.313
