Percentage served,Time in ms
0,6.103
1,6.103
2,6.103
3,6.704
4,6.704
5,6.704
6,6.704
7,6.704
8,11.172
9,11.172
10,11.172
11,11.172
12,11.172
13,14.102
14,14.102
15,14.102
16,14.102
17,14.102
18,126.153
19,126.153
20,126.153
21,126.153
22,126.153
23,5427.898
24,5427.898
25,5427.898
26,5427.898
27,5427.898
28,11836.390
29,11836.390
30,11836.390
31,11836.390
32,11836.390
33,12256.313
34,12256.313
35,12256.313
36,12256.313
37,12256.313
38,12531.267
39,12531.267
40,12531.267
41,12531.267
42,12531.267
43,12537.399
44,12537.399
45,12537.399
46,12537.399
47,12537.399
48,14517.120
49,14517.120
50,14517.120
51,14517.120
52,14517.120
53,14517.214
54,14517.214
55,14517.214
56,14517.214
57,14517.214
58,15116.141
59,15116.141
60,15116.141
61,15116.141
62,15116.141
63,15116.482
64,15116.482
65,15116.482
66,15116.482
67,15116.482
68,15602.562
69,15602.562
70,15602.562
71,15602.562
72,15602.562
73,17430.677
74,17430.677
75,17430.677
76,17430.677
77,17430.677
78,17440.826
79,17440.826
80,17440.826
81,17440.826
82,17440.826
83,17448.128
84,17448.128
85,17448.128
86,17448.128
87,17448.128
88,22269.183
89,22269.183
90,22269.183
91,22269.183
92,22269.183
93,28186.933
94,28186.933
95,28186.933
96,28186.933
97,28186.933
98,0.257
99,0.257
100,28186.933
