Percentage served,Time in ms
0,7.385
1,65.051
2,99.260
3,102.747
4,109.511
5,187.391
6,204.275
7,205.070
8,215.010
9,303.431
10,307.356
11,393.074
12,410.785
13,511.794
14,613.440
15,1023.700
16,2893.960
17,3470.450
18,4046.325
19,4715.365
20,6013.486
21,8688.437
22,9720.780
23,11058.481
24,12263.464
25,13603.610
26,15238.149
27,18819.573
28,18830.737
29,19436.806
30,20839.999
31,22266.990
32,24155.654
33,25398.655
34,27012.368
35,28505.903
36,30332.808
37,31821.843
38,33345.673
39,34527.999
40,36035.938
41,37357.667
42,38487.302
43,39620.563
44,40945.780
45,42088.558
46,43101.410
47,44134.711
48,45038.203
49,45867.776
50,46590.446
51,47407.116
52,47986.912
53,48720.979
54,49735.271
55,51279.504
56,53120.131
57,54646.061
58,56010.764
59,56699.278
60,57269.784
61,57736.518
62,58351.141
63,58788.164
64,59085.639
65,59393.482
66,59708.200
67,60083.928
68,60424.805
69,60734.051
70,61189.447
71,61530.453
72,62301.836
73,63385.935
74,64366.795
75,66019.713
76,68300.915
77,69519.550
78,70827.558
79,71885.728
80,73456.389
81,75776.399
82,77006.210
83,79020.048
84,81818.709
85,82652.619
86,84550.955
87,93137.514
88,104739.953
89,110592.292
90,113738.172
91,115769.322
92,118887.752
93,120016.897
94,120032.251
95,120114.347
96,120117.390
97,121610.185
98,121720.929
99,121726.597
100,121933.311
