Percentage served,Time in ms
0,104.787
1,104.787
2,104.787
3,200.342
4,200.342
5,200.342
6,200.342
7,200.342
8,200.647
9,200.647
10,200.647
11,200.647
12,200.647
13,200.656
14,200.656
15,200.656
16,200.656
17,200.656
18,200.659
19,200.659
20,200.659
21,200.659
22,200.659
23,200.664
24,200.664
25,200.664
26,200.664
27,200.664
28,200.674
29,200.674
30,200.674
31,200.674
32,200.674
33,200.678
34,200.678
35,200.678
36,200.678
37,200.678
38,200.737
39,200.737
40,200.737
41,200.737
42,200.737
43,306.185
44,306.185
45,306.185
46,306.185
47,306.185
48,411.084
49,411.084
50,411.084
51,411.084
52,411.084
53,411.412
54,411.412
55,411.412
56,411.412
57,411.412
58,411.726
59,411.726
60,411.726
61,411.726
62,411.726
63,411.918
64,411.918
65,411.918
66,411.918
67,411.918
68,411.994
69,411.994
70,411.994
71,411.994
72,411.994
73,412.286
74,412.286
75,412.286
76,412.286
77,412.286
78,412.393
79,412.393
80,412.393
81,412.393
82,412.393
83,412.958
84,412.958
85,412.958
86,412.958
87,412.958
88,413.447
89,413.447
90,413.447
91,413.447
92,413.447
93,37632.154
94,37632.154
95,37632.154
96,37632.154
97,37632.154
98,0.257
99,0.257
100,37632.154
