starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 23 12:25:36 2026	1776927336	0	101	101	100
Thu Apr 23 12:25:36 2026	1776927336	0	103	103	102
Thu Apr 23 12:25:36 2026	1776927336	0	204	204	203
Thu Apr 23 12:25:36 2026	1776927336	0	204	204	204
Thu Apr 23 12:25:36 2026	1776927336	0	209	209	208
Thu Apr 23 12:25:35 2026	1776927335	0	307	307	307
Thu Apr 23 12:25:35 2026	1776927335	0	307	307	307
Thu Apr 23 12:25:36 2026	1776927336	0	309	309	308
Thu Apr 23 12:25:36 2026	1776927336	0	309	309	309
Thu Apr 23 12:24:05 2026	1776927245	12	5341	5353	5339
Thu Apr 23 12:24:11 2026	1776927251	17	84713	84730	84713
Thu Apr 23 12:24:11 2026	1776927251	17	84714	84730	84714
Thu Apr 23 12:24:11 2026	1776927251	16	145335	145351	145335
Thu Apr 23 12:24:11 2026	1776927251	0	147911	147911	147911
Thu Apr 23 12:24:11 2026	1776927251	17	148408	148424	148407
Thu Apr 23 12:24:11 2026	1776927251	17	148408	148424	148407
Thu Apr 23 12:24:11 2026	1776927251	17	148408	148425	148408
Thu Apr 23 12:24:11 2026	1776927251	18	148408	148425	148406
Thu Apr 23 12:24:11 2026	1776927251	17	148409	148425	148408
Thu Apr 23 12:24:11 2026	1776927251	17	148409	148425	148407
