timestamp,cpu_usage_pct,mem_used_mb,mem_total_mb,mem_usage_pct,buffers_mb,cached_mb,disk_read_mb_s,disk_write_mb_s,disk_used_gb,disk_total_gb,disk_usage_pct,net_rx_mb_s,net_tx_mb_s,total_connections,established,syn_recv,time_wait,close_wait,haproxy_active_conns,server2_up,server3_up,avg_load_pct
2026-04-23 17:14:42,0.0,1017.38,1966.88,51.73,21.01,882.04,0.05,0.0,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.9
2026-04-23 17:14:44,31.72,1020.8,1966.88,51.9,21.02,882.03,0.0,0.08,13.34,24.44,54.61,0.01,0.0,15,3,0,3,0,0,0,0,26.8
2026-04-23 17:14:47,30.86,1020.79,1966.88,51.9,21.02,882.04,0.0,0.0,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.7
2026-04-23 17:14:49,22.78,1020.83,1966.88,51.9,21.03,881.99,0.0,0.06,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.7
2026-04-23 17:14:52,32.37,1020.78,1966.88,51.9,21.03,882.05,0.0,0.31,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.7
2026-04-23 17:14:55,21.98,1020.69,1966.88,51.89,21.04,882.13,0.0,0.05,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.8
2026-04-23 17:14:57,28.22,1020.77,1966.88,51.9,21.04,882.05,0.0,0.0,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.8
2026-04-23 17:15:00,0.0,1020.68,1966.88,51.89,21.05,882.13,0.0,0.0,13.34,24.44,54.61,0.0,0.0,15,3,0,3,0,0,0,0,26.7
2026-04-23 17:15:02,23.33,1020.76,1966.88,51.9,21.05,882.05,0.0,0.07,13.34,24.44,54.61,0.0,0.0,14,3,0,2,0,0,0,0,26.7
2026-04-23 17:15:05,33.76,1020.68,1966.88,51.89,21.05,882.13,0.0,0.07,13.34,24.44,54.61,0.0,0.0,16,4,0,3,0,1,0,0,28.4
2026-04-23 17:15:07,28.57,1020.77,1966.88,51.9,21.05,882.02,0.0,0.79,13.34,24.44,54.61,0.04,0.03,209,197,0,3,0,83,0,0,100.0
2026-04-23 17:15:10,30.46,1020.67,1966.88,51.89,21.06,882.12,0.0,0.04,13.34,24.44,54.61,0.01,0.02,165,153,0,3,0,38,0,0,91.5
2026-04-23 17:15:12,31.36,1020.74,1966.88,51.9,21.06,882.04,0.0,0.0,13.34,24.44,54.61,0.01,0.03,127,115,0,3,0,7,0,0,73.5
2026-04-23 17:15:15,21.31,1020.65,1966.88,51.89,21.07,882.13,0.0,0.05,13.34,24.44,54.61,0.0,0.02,116,104,0,3,0,0,0,0,26.8
2026-04-23 17:15:17,33.94,1020.7,1966.88,51.89,21.07,882.08,0.0,0.64,13.34,24.44,54.61,0.0,0.01,116,104,0,3,0,0,0,0,26.6
2026-04-23 17:15:20,21.11,1020.62,1966.88,51.89,21.08,882.14,0.0,0.05,13.34,24.44,54.61,0.0,0.01,116,104,0,3,0,0,0,0,26.7
2026-04-23 17:15:22,26.99,1020.68,1966.88,51.89,21.08,882.09,0.0,0.0,13.34,24.44,54.61,0.0,0.0,116,104,0,3,0,0,0,0,26.7
2026-04-23 17:15:25,27.49,1020.64,1966.88,51.89,21.09,882.12,0.0,0.04,13.34,24.44,54.61,0.0,0.0,116,104,0,3,0,0,0,0,26.7
