Percentage served,Time in ms
0,2.786
1,4.800
2,5.235
3,5.565
4,5.833
5,6.040
6,6.194
7,6.381
8,6.522
9,6.677
10,6.755
11,6.875
12,6.983
13,7.188
14,7.307
15,7.433
16,7.549
17,7.625
18,7.705
19,7.863
20,8.033
21,8.171
22,8.277
23,8.405
24,8.616
25,8.778
26,8.914
27,9.114
28,9.335
29,9.593
30,9.873
31,10.312
32,10.626
33,10.800
34,11.225
35,11.522
36,11.820
37,12.306
38,12.565
39,12.880
40,13.245
41,13.535
42,13.885
43,14.489
44,15.056
45,15.548
46,16.339
47,16.952
48,18.058
49,19.093
50,20.601
51,102.231
52,134.098
53,205.175
54,307.327
55,409.834
56,2043.634
57,3186.226
58,4197.798
59,5119.081
60,6136.502
61,7160.189
62,8293.927
63,9206.533
64,10546.447
65,11468.697
66,12277.929
67,13403.084
68,15258.148
69,17401.936
70,19240.496
71,20877.828
72,22613.477
73,24152.646
74,26093.524
75,27119.535
76,27837.040
77,28303.611
78,28986.533
79,29574.668
80,30003.286
81,30515.691
82,31129.582
83,31689.402
84,32358.208
85,33070.059
86,34483.717
87,36328.419
88,38487.430
89,40729.820
90,41539.314
91,43092.741
92,44446.880
93,45543.784
94,47716.136
95,48899.639
96,49918.943
97,51711.542
98,53313.662
99,60492.933
100,64339.725
