Percentage served,Time in ms
0,9.606
1,10.793
2,11.907
3,12.442
4,12.689
5,13.119
6,13.169
7,14.142
8,14.289
9,14.739
10,14.762
11,15.041
12,15.947
13,16.365
14,16.409
15,16.413
16,26.574
17,75.092
18,89.693
19,101.843
20,101.867
21,102.365
22,102.433
23,102.958
24,103.084
25,141.074
26,151.894
27,165.956
28,203.842
29,203.903
30,203.924
31,204.210
32,204.211
33,204.256
34,204.394
35,204.523
36,204.540
37,204.567
38,204.568
39,204.580
40,204.581
41,204.599
42,204.646
43,204.674
44,204.680
45,204.688
46,204.691
47,204.736
48,204.745
49,204.778
50,204.821
51,204.834
52,204.875
53,204.891
54,204.904
55,204.970
56,205.088
57,205.089
58,205.102
59,205.134
60,205.224
61,205.386
62,205.563
63,205.576
64,205.672
65,205.881
66,279.054
67,284.660
68,306.495
69,306.579
70,307.229
71,307.614
72,406.940
73,407.741
74,408.375
75,408.376
76,408.773
77,408.938
78,409.087
79,409.181
80,409.217
81,409.372
82,409.389
83,409.520
84,409.581
85,409.597
86,409.730
87,410.415
88,410.491
89,487.811
90,512.739
91,564.597
92,613.533
93,614.173
94,614.312
95,615.153
96,2395.876
97,10036.042
98,120113.681
99,120316.739
100,120316.739
