starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 23 11:39:15 2026	1776924555	8	2627	2635	2627
Thu Apr 23 11:39:18 2026	1776924558	0	2741	2741	2741
Thu Apr 23 11:39:19 2026	1776924559	0	2756	2756	2756
Thu Apr 23 11:39:18 2026	1776924558	0	2777	2777	2776
Thu Apr 23 11:39:15 2026	1776924555	8	3036	3044	3036
Thu Apr 23 11:39:15 2026	1776924555	8	3038	3045	3038
Thu Apr 23 11:39:15 2026	1776924555	8	3377	3384	3377
Thu Apr 23 11:39:15 2026	1776924555	8	3390	3397	3389
Thu Apr 23 11:39:15 2026	1776924555	8	3392	3399	3391
Thu Apr 23 11:39:18 2026	1776924558	0	3625	3625	3625
Thu Apr 23 11:39:19 2026	1776924559	0	3967	3967	3967
Thu Apr 23 11:39:15 2026	1776924555	0	4207	4207	4207
Thu Apr 23 11:39:15 2026	1776924555	8	4224	4232	4224
Thu Apr 23 11:39:15 2026	1776924555	5	4234	4240	4234
Thu Apr 23 11:39:17 2026	1776924557	0	4571	4571	4570
Thu Apr 23 11:39:15 2026	1776924555	8	4747	4755	4747
Thu Apr 23 11:39:18 2026	1776924558	0	4833	4833	4832
Thu Apr 23 11:39:18 2026	1776924558	0	4869	4869	4869
Thu Apr 23 11:39:19 2026	1776924559	0	4873	4873	4873
Thu Apr 23 11:39:09 2026	1776924549	3	5993	5996	5879
