Percentage served,Time in ms
0,3.520
1,3.533
2,3.585
3,3.631
4,3.672
5,3.745
6,3.764
7,3.770
8,3.772
9,3.781
10,3.839
11,3.859
12,3.862
13,3.870
14,3.870
15,3.877
16,3.878
17,3.911
18,3.924
19,3.926
20,3.949
21,3.952
22,3.961
23,3.961
24,3.978
25,3.983
26,4.007
27,4.008
28,4.020
29,4.023
30,4.024
31,4.033
32,4.041
33,4.042
34,4.043
35,4.063
36,4.091
37,4.096
38,4.102
39,4.124
40,4.129
41,4.145
42,4.178
43,4.178
44,4.187
45,4.207
46,4.211
47,4.229
48,4.272
49,4.293
50,4.321
51,4.335
52,4.358
53,4.419
54,4.422
55,4.461
56,4.494
57,4.517
58,4.521
59,4.553
60,4.566
61,4.619
62,4.626
63,4.640
64,4.692
65,4.751
66,4.753
67,4.779
68,4.829
69,4.884
70,4.910
71,4.916
72,5.060
73,5.176
74,5.313
75,5.393
76,5.400
77,5.531
78,5.588
79,5.846
80,6.059
81,6.061
82,6.438
83,6.699
84,6.970
85,7.991
86,8.326
87,14.048
88,111.777
89,136.123
90,205.891
91,209.187
92,224.638
93,306.119
94,307.051
95,307.114
96,405.003
97,409.510
98,1731.608
99,54764.850
100,54764.850
