Percentage served,Time in ms
0,9.162
1,17.745
2,93.724
3,101.583
4,101.770
5,101.792
6,101.951
7,102.013
8,102.135
9,102.321
10,102.453
11,103.474
12,104.673
13,105.735
14,181.402
15,199.935
16,201.581
17,201.745
18,203.366
19,203.770
20,203.929
21,203.943
22,204.187
23,204.467
24,204.620
25,204.662
26,204.723
27,204.745
28,204.756
29,204.780
30,204.818
31,204.858
32,204.865
33,204.954
34,205.016
35,205.113
36,205.160
37,205.162
38,205.545
39,205.593
40,205.929
41,206.087
42,206.332
43,206.707
44,228.597
45,306.028
46,306.473
47,307.137
48,307.244
49,307.310
50,307.436
51,307.613
52,309.290
53,311.664
54,409.574
55,497.515
56,510.354
57,512.032
58,614.029
59,614.321
60,715.294
61,813.635
62,813.952
63,819.367
64,1024.171
65,4401.633
66,5121.914
67,5938.600
68,6147.174
69,7341.305
70,7990.450
71,9829.329
72,10575.307
73,11675.242
74,13414.193
75,14570.039
76,15150.575
77,20662.558
78,22725.972
79,23142.856
80,23246.899
81,27035.049
82,29692.601
83,30106.655
84,34098.020
85,37991.788
86,47615.226
87,49966.217
88,51307.446
89,60615.637
90,61028.896
91,65434.013
92,73037.265
93,97374.003
94,120074.574
95,120117.741
96,120211.261
97,120220.146
98,120416.523
99,120458.686
100,120458.686
