Percentage served,Time in ms
0,11.024
1,11.024
2,11.024
3,12.886
4,12.886
5,12.886
6,12.886
7,12.886
8,13.075
9,13.075
10,13.075
11,13.075
12,13.075
13,13.318
14,13.318
15,13.318
16,13.318
17,13.318
18,14.852
19,14.852
20,14.852
21,14.852
22,14.852
23,15.173
24,15.173
25,15.173
26,15.173
27,15.173
28,15.244
29,15.244
30,15.244
31,15.244
32,15.244
33,16.609
34,16.609
35,16.609
36,16.609
37,16.609
38,16.731
39,16.731
40,16.731
41,16.731
42,16.731
43,16.821
44,16.821
45,16.821
46,16.821
47,16.821
48,16.910
49,16.910
50,16.910
51,16.910
52,16.910
53,17.107
54,17.107
55,17.107
56,17.107
57,17.107
58,18.840
59,18.840
60,18.840
61,18.840
62,18.840
63,18.883
64,18.883
65,18.883
66,18.883
67,18.883
68,19.004
69,19.004
70,19.004
71,19.004
72,19.004
73,19.736
74,19.736
75,19.736
76,19.736
77,19.736
78,24.577
79,24.577
80,24.577
81,24.577
82,24.577
83,24.637
84,24.637
85,24.637
86,24.637
87,24.637
88,24.765
89,24.765
90,24.765
91,24.765
92,24.765
93,20280.954
94,20280.954
95,20280.954
96,20280.954
97,20280.954
98,0.257
99,0.257
100,20280.954
