starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 23 17:28:10 2026	1776945490	0	44	44	0
Thu Apr 23 17:28:19 2026	1776945499	0	51	51	0
Thu Apr 23 17:28:22 2026	1776945502	0	501	501	0
Thu Apr 23 17:28:04 2026	1776945484	9	6325	6334	6322
Thu Apr 23 17:28:10 2026	1776945490	3	9014	9017	9014
Thu Apr 23 17:28:10 2026	1776945490	4	11245	11250	11245
Thu Apr 23 17:28:10 2026	1776945490	6	11695	11702	11695
Thu Apr 23 17:28:10 2026	1776945490	4	12642	12646	12642
Thu Apr 23 17:28:10 2026	1776945490	6	12744	12750	12744
Thu Apr 23 17:28:10 2026	1776945490	6	13418	13423	13417
Thu Apr 23 17:28:10 2026	1776945490	6	13940	13945	13939
Thu Apr 23 17:28:10 2026	1776945490	6	14672	14678	14672
Thu Apr 23 17:28:22 2026	1776945502	2	14912	14914	14912
Thu Apr 23 17:28:23 2026	1776945503	0	17079	17079	17079
Thu Apr 23 17:28:19 2026	1776945499	3	19756	19759	19756
Thu Apr 23 17:28:23 2026	1776945503	0	21253	21253	21253
Thu Apr 23 17:28:21 2026	1776945501	0	23354	23354	23354
Thu Apr 23 17:28:23 2026	1776945503	0	24856	24856	24856
Thu Apr 23 17:28:10 2026	1776945490	4	46571	46575	46571
Thu Apr 23 17:28:10 2026	1776945490	4	46673	46678	46673
