Percentage served,Time in ms
0,151.682
1,151.682
2,151.682
3,847.763
4,847.763
5,847.763
6,847.763
7,847.763
8,1418.126
9,1418.126
10,1418.126
11,1418.126
12,1418.126
13,1766.045
14,1766.045
15,1766.045
16,1766.045
17,1766.045
18,1959.858
19,1959.858
20,1959.858
21,1959.858
22,1959.858
23,2188.424
24,2188.424
25,2188.424
26,2188.424
27,2188.424
28,2539.623
29,2539.623
30,2539.623
31,2539.623
32,2539.623
33,27071.518
34,27071.518
35,27071.518
36,27071.518
37,27071.518
38,30206.548
39,30206.548
40,30206.548
41,30206.548
42,30206.548
43,31637.425
44,31637.425
45,31637.425
46,31637.425
47,31637.425
48,31817.723
49,31817.723
50,31817.723
51,31817.723
52,31817.723
53,47511.175
54,47511.175
55,47511.175
56,47511.175
57,47511.175
58,49432.179
59,49432.179
60,49432.179
61,49432.179
62,49432.179
63,54492.217
64,54492.217
65,54492.217
66,54492.217
67,54492.217
68,55177.656
69,55177.656
70,55177.656
71,55177.656
72,55177.656
73,59244.151
74,59244.151
75,59244.151
76,59244.151
77,59244.151
78,59465.922
79,59465.922
80,59465.922
81,59465.922
82,59465.922
83,59467.034
84,59467.034
85,59467.034
86,59467.034
87,59467.034
88,61516.649
89,61516.649
90,61516.649
91,61516.649
92,61516.649
93,92453.760
94,92453.760
95,92453.760
96,92453.760
97,92453.760
98,0.257
99,0.257
100,92453.760
