Percentage served,Time in ms
0,4.377
1,4.380
2,4.660
3,4.778
4,4.804
5,4.826
6,5.045
7,5.069
8,5.129
9,5.161
10,5.170
11,5.173
12,5.182
13,5.187
14,5.217
15,5.233
16,5.253
17,5.262
18,5.319
19,5.347
20,5.375
21,5.380
22,5.388
23,5.478
24,5.489
25,5.558
26,5.699
27,5.715
28,5.755
29,5.796
30,5.825
31,5.831
32,5.834
33,5.843
34,5.958
35,6.058
36,6.103
37,6.120
38,6.122
39,6.139
40,6.180
41,6.189
42,6.232
43,6.287
44,6.319
45,6.321
46,6.324
47,6.359
48,6.391
49,6.427
50,6.434
51,6.583
52,6.600
53,6.661
54,6.671
55,6.672
56,6.676
57,6.696
58,6.701
59,6.723
60,6.731
61,6.888
62,6.983
63,7.033
64,7.080
65,7.090
66,7.196
67,7.197
68,7.240
69,7.288
70,7.302
71,7.489
72,7.555
73,7.607
74,7.641
75,7.889
76,8.018
77,8.344
78,8.752
79,8.905
80,9.832
81,10.059
82,12.309
83,12.844
84,51.382
85,65.488
86,101.713
87,101.965
88,102.764
89,202.811
90,205.776
91,220.580
92,306.507
93,306.887
94,307.656
95,308.321
96,357.420
97,410.453
98,2383.959
99,3080.057
100,3080.057
