Percentage served,Time in ms
0,3.580
1,3.612
2,3.714
3,3.759
4,3.875
5,3.886
6,3.912
7,3.984
8,3.998
9,4.032
10,4.213
11,4.240
12,4.263
13,4.269
14,4.325
15,4.401
16,4.404
17,4.421
18,4.492
19,4.517
20,4.560
21,4.609
22,4.623
23,4.687
24,4.741
25,4.838
26,4.914
27,4.990
28,5.010
29,5.026
30,5.073
31,5.098
32,5.109
33,5.170
34,5.193
35,5.209
36,5.213
37,5.220
38,5.359
39,5.606
40,5.680
41,5.880
42,5.881
43,6.099
44,6.268
45,6.343
46,6.534
47,6.981
48,8.261
49,11.650
50,12.561
51,16.710
52,16.993
53,20.607
54,20.833
55,21.178
56,21.664
57,27.981
58,33.718
59,35.571
60,39.246
61,45.931
62,66.459
63,67.403
64,82.565
65,85.406
66,87.884
67,91.141
68,101.208
69,101.682
70,101.785
71,102.045
72,102.386
73,102.507
74,102.601
75,102.654
76,103.258
77,103.762
78,118.582
79,134.343
80,143.351
81,150.929
82,204.160
83,204.315
84,204.444
85,205.286
86,213.648
87,239.629
88,307.114
89,337.955
90,483.508
91,511.425
92,512.062
93,512.121
94,514.845
95,526.149
96,610.721
97,614.392
98,1103.502
99,28599.791
100,28599.791
