Percentage served,Time in ms
0,3.304
1,69.779
2,136.110
3,276.922
4,761.978
5,1345.062
6,1668.276
7,2209.308
8,2559.006
9,3149.603
10,3253.156
11,3545.657
12,3698.310
13,3787.652
14,3951.298
15,4004.473
16,4035.936
17,4076.937
18,4083.663
19,4092.779
20,4106.671
21,4144.276
22,4176.325
23,4273.748
24,4288.223
25,4348.528
26,4423.906
27,4487.588
28,4595.906
29,4625.356
30,4697.013
31,4836.767
32,4857.670
33,4922.239
34,4982.887
35,5057.751
36,5108.126
37,5166.637
38,5222.990
39,5256.559
40,5297.900
41,5326.575
42,5400.402
43,5428.591
44,5491.132
45,5584.205
46,5690.835
47,5742.983
48,5783.139
49,5846.941
50,5893.442
51,5925.408
52,5964.254
53,6015.771
54,6120.889
55,6169.377
56,6280.548
57,6384.072
58,6429.175
59,6455.793
60,6472.692
61,6515.042
62,6533.865
63,6602.921
64,6674.648
65,6748.407
66,6787.398
67,6864.891
68,6905.048
69,6931.468
70,6946.043
71,6982.703
72,7045.448
73,7119.635
74,7152.072
75,7201.615
76,7231.004
77,7313.733
78,7393.649
79,7446.359
80,7531.009
81,7696.780
82,7764.716
83,7942.775
84,8171.288
85,8257.146
86,8374.731
87,8592.011
88,8695.792
89,8862.022
90,9041.089
91,9363.320
92,9647.515
93,9852.679
94,10141.283
95,10841.296
96,11170.621
97,11765.166
98,12069.557
99,12640.426
100,20979.805
