timestamp,cpu_usage_pct,mem_used_mb,mem_total_mb,mem_usage_pct,buffers_mb,cached_mb,disk_read_mb_s,disk_write_mb_s,disk_used_gb,disk_total_gb,disk_usage_pct,net_rx_mb_s,net_tx_mb_s,total_connections,established,syn_recv,time_wait,close_wait,haproxy_active_conns,server2_up,server3_up,avg_load_pct
2026-04-23 12:05:50,0.0,954.04,1966.89,48.51,19.63,895.12,0.0,0.0,14.02,24.44,57.37,0.0,0.0,90,8,0,36,0,0,0,0,60.35
2026-04-23 12:05:53,39.02,959.99,1966.89,48.81,19.64,895.09,0.0,1.01,14.02,24.44,57.37,0.01,0.01,77,6,0,36,0,0,0,0,70.4
2026-04-23 12:05:56,26.09,959.89,1966.89,48.8,19.64,895.2,0.0,0.0,14.02,24.44,57.37,0.0,0.0,77,6,0,36,0,0,1,0,60.3
2026-04-23 12:05:59,26.37,959.94,1966.89,48.81,19.64,895.13,0.0,0.04,14.02,24.44,57.37,0.0,0.0,69,6,0,40,0,0,1,0,60.3
2026-04-23 12:06:02,26.57,959.86,1966.89,48.8,19.65,895.2,0.0,0.14,14.02,24.44,57.37,0.0,0.0,58,6,0,39,0,0,1,0,60.3
2026-04-23 12:06:05,26.21,959.93,1966.89,48.8,19.65,895.14,0.0,0.0,14.02,24.44,57.37,0.0,0.0,43,6,0,26,0,0,1,0,60.25
2026-04-23 12:06:08,25.62,959.96,1966.89,48.81,19.66,895.1,0.0,0.03,14.02,24.44,57.37,0.0,0.0,27,6,0,12,0,0,1,0,60.25
2026-04-23 12:06:11,24.76,959.87,1966.89,48.8,19.66,895.19,0.0,0.0,14.02,24.44,57.37,0.0,0.0,27,6,0,12,0,0,1,0,60.25
2026-04-23 12:06:14,25.74,959.92,1966.89,48.8,19.67,895.13,0.0,0.03,14.02,24.44,57.37,0.0,0.0,23,6,0,9,0,0,1,0,60.25
2026-04-23 12:06:17,27.72,959.82,1966.89,48.8,19.68,895.22,0.0,0.07,14.02,24.44,57.37,0.0,0.0,23,6,0,9,0,0,1,0,60.25
2026-04-23 12:06:21,27.18,959.87,1966.89,48.8,19.68,895.17,0.0,0.01,14.02,24.44,57.37,0.0,0.0,23,6,0,9,0,0,1,0,60.25
2026-04-23 12:06:24,28.92,959.8,1966.89,48.8,19.68,895.23,0.0,0.86,14.02,24.44,57.37,0.0,0.0,23,6,0,9,0,0,1,0,60.25
2026-04-23 12:06:27,27.0,959.86,1966.89,48.8,19.68,895.17,0.0,0.0,14.02,24.44,57.37,0.0,0.0,22,6,0,8,0,0,1,0,60.25
2026-04-23 12:06:30,27.36,959.89,1966.89,48.8,19.69,895.13,0.0,0.03,14.02,24.44,57.37,0.0,0.0,21,6,0,7,0,0,1,0,60.25
2026-04-23 12:06:33,26.5,959.78,1966.89,48.8,19.69,895.25,0.0,0.01,14.02,24.44,57.37,0.0,0.0,21,6,0,7,0,0,1,0,60.25
2026-04-23 12:06:36,28.16,959.83,1966.89,48.8,19.7,895.19,0.0,0.06,14.02,24.44,57.37,0.0,0.0,21,6,0,7,0,0,1,0,60.25
2026-04-23 12:06:39,27.23,959.73,1966.89,48.79,19.71,895.28,0.0,0.04,14.02,24.44,57.37,0.0,0.0,21,6,0,7,0,0,1,0,60.25
2026-04-23 12:06:42,25.0,959.78,1966.89,48.8,19.71,895.23,0.0,0.0,14.02,24.44,57.37,0.0,0.0,21,6,0,7,0,0,1,0,60.25
2026-04-23 12:06:45,24.76,959.86,1966.89,48.8,19.71,895.14,0.0,0.03,14.02,24.44,57.37,0.0,0.0,19,6,0,5,0,0,1,0,60.25
2026-04-23 12:06:48,24.76,959.77,1966.89,48.8,19.71,895.23,0.0,0.03,14.02,24.44,57.37,0.0,0.0,19,6,0,5,0,0,1,0,60.25
2026-04-23 12:06:51,24.88,959.84,1966.89,48.8,19.72,895.15,0.0,0.03,14.02,24.44,57.37,0.0,0.0,19,6,0,5,0,0,1,0,60.25
2026-04-23 12:06:54,27.18,959.71,1966.89,48.79,19.75,895.25,0.0,0.76,14.02,24.44,57.37,0.0,0.0,18,6,0,4,0,0,1,0,60.25
2026-04-23 12:06:57,25.25,959.77,1966.89,48.8,19.75,895.2,0.0,0.0,14.02,24.44,57.37,0.0,0.0,16,6,0,2,0,0,1,0,60.25
2026-04-23 12:07:00,0.0,959.65,1966.89,48.79,19.77,895.29,0.0,0.0,14.02,24.44,57.37,0.0,0.0,16,6,0,2,0,0,1,0,60.25
2026-04-23 12:07:03,25.62,959.71,1966.89,48.79,19.77,895.22,0.0,0.0,14.02,24.44,57.37,0.0,0.0,14,6,0,0,0,0,1,0,60.25
2026-04-23 12:07:06,25.73,959.61,1966.89,48.79,19.78,895.32,0.0,0.05,14.02,24.44,57.37,0.0,0.0,14,6,0,0,0,23,1,0,63.1
2026-04-23 12:07:09,77.82,962.55,1966.89,48.94,19.78,899.47,0.0,0.0,14.02,24.44,57.37,0.92,0.45,2477,1459,0,1010,0,504,1,0,100.0
2026-04-23 12:07:12,47.58,962.5,1966.89,48.94,19.79,899.54,0.0,0.05,14.02,24.44,57.38,0.21,0.1,2161,1050,0,1103,0,199,1,1,67.03
2026-04-23 12:07:16,40.18,962.31,1966.89,48.93,19.79,899.72,0.0,0.03,14.02,24.44,57.38,0.06,0.05,1925,814,0,1103,0,38,1,1,66.87
2026-04-23 12:07:20,25.64,962.37,1966.89,48.93,19.79,899.66,0.0,0.03,14.02,24.44,57.38,0.01,0.01,1903,792,0,1103,0,18,1,1,66.77
2026-04-23 12:07:24,27.24,962.59,1966.89,48.94,19.8,899.65,0.0,0.62,14.02,24.44,57.38,0.01,0.01,1885,774,0,1103,0,10,1,1,66.67
2026-04-23 12:07:28,36.92,953.88,1966.89,48.5,18.89,850.38,7.25,6.89,14.02,24.44,57.38,0.01,0.01,1888,776,0,1103,0,9,1,1,66.63
2026-04-23 12:07:32,33.09,957.39,1966.89,48.68,18.91,850.66,0.01,0.16,14.02,24.44,57.38,0.17,0.01,1885,773,0,1103,0,0,1,1,66.6
2026-04-23 12:07:36,44.3,958.15,1966.89,48.71,18.92,851.69,0.02,0.26,14.02,24.44,57.38,0.65,0.08,1121,9,0,1103,0,0,1,1,56.73
2026-04-23 12:07:40,42.63,957.67,1966.89,48.69,18.93,852.37,0.0,0.27,14.02,24.44,57.38,0.44,0.03,1121,9,0,1103,0,0,1,1,56.7
2026-04-23 12:07:43,32.12,956.51,1966.89,48.63,18.93,853.39,0.0,0.0,14.02,24.44,57.39,0.45,0.03,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:07:47,37.3,955.98,1966.89,48.6,18.94,854.11,0.0,0.04,14.02,24.44,57.39,0.41,0.03,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:07:50,34.26,956.09,1966.89,48.61,18.95,854.59,0.0,0.03,14.02,24.44,57.39,0.3,0.02,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:07:54,28.57,956.66,1966.89,48.64,18.95,855.01,0.0,0.09,14.03,24.44,57.39,0.18,0.01,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:07:58,34.3,955.99,1966.89,48.6,18.95,855.47,0.0,0.74,14.03,24.44,57.4,0.24,0.02,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:08:01,33.47,956.55,1966.89,48.63,18.96,855.84,0.0,0.07,14.03,24.44,57.4,0.25,0.02,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:08:05,28.35,956.62,1966.89,48.64,18.97,856.46,0.0,2.71,14.03,24.44,57.4,0.24,0.02,1121,9,0,1104,0,0,1,1,56.7
2026-04-23 12:08:08,33.61,958.0,1966.89,48.71,18.97,856.75,0.0,0.31,14.03,24.44,57.4,0.19,0.01,1121,9,0,1104,0,0,1,1,56.7
