Percentage served,Time in ms
0,6.019
1,7.745
2,7.996
3,8.062
4,8.549
5,8.830
6,8.844
7,9.060
8,9.061
9,9.168
10,9.789
11,9.867
12,10.864
13,11.024
14,11.276
15,11.823
16,11.930
17,12.042
18,12.336
19,13.267
20,13.278
21,13.350
22,13.514
23,13.679
24,13.708
25,13.847
26,13.863
27,13.977
28,13.994
29,14.041
30,14.062
31,14.270
32,14.618
33,14.857
34,15.158
35,15.458
36,15.533
37,15.701
38,15.741
39,15.836
40,15.881
41,16.291
42,16.309
43,16.343
44,16.561
45,16.610
46,17.266
47,17.475
48,17.821
49,17.991
50,18.168
51,18.257
52,19.574
53,20.005
54,20.552
55,20.575
56,20.660
57,20.868
58,21.006
59,21.109
60,21.122
61,21.230
62,21.471
63,22.107
64,23.420
65,23.677
66,24.087
67,24.240
68,24.388
69,24.527
70,24.631
71,25.432
72,26.747
73,28.913
74,116.226
75,118.935
76,121.607
77,162.443
78,164.486
79,204.335
80,204.552
81,204.814
82,204.816
83,204.869
84,204.925
85,205.019
86,208.440
87,209.756
88,265.473
89,301.048
90,302.921
91,307.171
92,307.178
93,307.426
94,307.560
95,328.890
96,406.409
97,408.838
98,1228.625
99,39597.661
100,39597.661
