Percentage served,Time in ms
0,3.530
1,4.309
2,4.778
3,4.816
4,4.941
5,5.190
6,5.405
7,5.410
8,5.499
9,5.517
10,5.598
11,5.699
12,5.743
13,5.763
14,5.892
15,6.002
16,6.016
17,6.117
18,6.142
19,6.146
20,6.165
21,6.177
22,6.181
23,6.197
24,6.267
25,6.287
26,6.361
27,6.499
28,6.532
29,6.702
30,6.726
31,6.742
32,6.749
33,6.761
34,6.797
35,6.841
36,6.992
37,7.021
38,7.057
39,7.070
40,7.141
41,7.153
42,7.340
43,7.369
44,7.402
45,7.523
46,7.595
47,7.675
48,7.743
49,7.776
50,7.857
51,7.905
52,8.137
53,8.192
54,8.387
55,8.416
56,8.557
57,8.568
58,8.577
59,8.647
60,8.683
61,8.737
62,8.804
63,8.945
64,8.977
65,9.095
66,9.105
67,9.145
68,9.401
69,9.435
70,9.439
71,9.553
72,9.838
73,10.239
74,10.408
75,10.821
76,10.974
77,10.990
78,11.058
79,11.133
80,11.741
81,11.818
82,11.924
83,12.421
84,13.201
85,13.370
86,15.626
87,17.633
88,17.958
89,102.623
90,113.144
91,155.306
92,204.199
93,251.228
94,267.057
95,306.099
96,408.377
97,410.179
98,819.310
99,31384.769
100,31384.769
