Percentage served,Time in ms
0,100.764
1,100.764
2,100.764
3,101.118
4,101.118
5,101.118
6,101.118
7,101.118
8,199.639
9,199.639
10,199.639
11,199.639
12,199.639
13,205.496
14,205.496
15,205.496
16,205.496
17,205.496
18,205.499
19,205.499
20,205.499
21,205.499
22,205.499
23,205.563
24,205.563
25,205.563
26,205.563
27,205.563
28,208.990
29,208.990
30,208.990
31,208.990
32,208.990
33,210.865
34,210.865
35,210.865
36,210.865
37,210.865
38,392.739
39,392.739
40,392.739
41,392.739
42,392.739
43,651.862
44,651.862
45,651.862
46,651.862
47,651.862
48,835.735
49,835.735
50,835.735
51,835.735
52,835.735
53,836.707
54,836.707
55,836.707
56,836.707
57,836.707
58,837.093
59,837.093
60,837.093
61,837.093
62,837.093
63,837.525
64,837.525
65,837.525
66,837.525
67,837.525
68,841.255
69,841.255
70,841.255
71,841.255
72,841.255
73,842.119
74,842.119
75,842.119
76,842.119
77,842.119
78,1041.237
79,1041.237
80,1041.237
81,1041.237
82,1041.237
83,1041.393
84,1041.393
85,1041.393
86,1041.393
87,1041.393
88,1045.211
89,1045.211
90,1045.211
91,1045.211
92,1045.211
93,33731.197
94,33731.197
95,33731.197
96,33731.197
97,33731.197
98,0.257
99,0.257
100,33731.197
