Percentage served,Time in ms
0,139.775
1,139.775
2,139.775
3,179.706
4,179.706
5,179.706
6,179.706
7,179.706
8,191.006
9,191.006
10,191.006
11,191.006
12,191.006
13,191.074
14,191.074
15,191.074
16,191.074
17,191.074
18,209.317
19,209.317
20,209.317
21,209.317
22,209.317
23,254.274
24,254.274
25,254.274
26,254.274
27,254.274
28,265.720
29,265.720
30,265.720
31,265.720
32,265.720
33,289.785
34,289.785
35,289.785
36,289.785
37,289.785
38,326.040
39,326.040
40,326.040
41,326.040
42,326.040
43,344.155
44,344.155
45,344.155
46,344.155
47,344.155
48,356.450
49,356.450
50,356.450
51,356.450
52,356.450
53,440.938
54,440.938
55,440.938
56,440.938
57,440.938
58,500.944
59,500.944
60,500.944
61,500.944
62,500.944
63,504.049
64,504.049
65,504.049
66,504.049
67,504.049
68,515.774
69,515.774
70,515.774
71,515.774
72,515.774
73,573.122
74,573.122
75,573.122
76,573.122
77,573.122
78,639.899
79,639.899
80,639.899
81,639.899
82,639.899
83,744.601
84,744.601
85,744.601
86,744.601
87,744.601
88,780.561
89,780.561
90,780.561
91,780.561
92,780.561
93,43011.521
94,43011.521
95,43011.521
96,43011.521
97,43011.521
98,0.257
99,0.257
100,43011.521
