Percentage served,Time in ms
0,7.458
1,9.171
2,9.530
3,10.010
4,10.175
5,10.579
6,10.813
7,11.071
8,11.431
9,11.736
10,11.992
11,12.162
12,12.323
13,12.523
14,12.620
15,12.781
16,12.927
17,13.139
18,13.255
19,13.389
20,13.495
21,13.696
22,14.077
23,14.267
24,14.454
25,14.540
26,14.646
27,14.879
28,15.054
29,15.324
30,15.519
31,15.715
32,15.922
33,16.115
34,16.289
35,16.515
36,16.793
37,17.022
38,17.174
39,17.415
40,17.678
41,18.043
42,18.412
43,18.942
44,19.543
45,20.034
46,20.868
47,22.348
48,23.284
49,24.778
50,27.093
51,35.402
52,43.469
53,50.080
54,57.163
55,61.270
56,66.914
57,75.940
58,85.141
59,94.110
60,100.722
61,101.897
62,102.310
63,102.927
64,103.939
65,111.280
66,123.913
67,161.406
68,181.755
69,199.216
70,203.915
71,204.401
72,204.681
73,205.196
74,207.626
75,248.080
76,306.731
77,356.593
78,410.170
79,418.186
80,511.664
81,561.252
82,614.235
83,716.628
84,1070.577
85,2150.244
86,3481.860
87,7680.998
88,12180.918
89,16109.046
90,18941.641
91,22797.111
92,26008.181
93,40653.099
94,47098.398
95,56111.790
96,69320.497
97,83866.785
98,107101.020
99,120104.712
100,120110.012
