Percentage served,Time in ms
0,6.424
1,7.282
2,8.189
3,8.394
4,9.684
5,9.865
6,10.791
7,11.015
8,11.062
9,11.085
10,11.522
11,11.612
12,11.959
13,13.751
14,14.077
15,23.179
16,25.560
17,30.209
18,77.264
19,83.849
20,83.948
21,85.353
22,87.423
23,87.831
24,88.094
25,88.149
26,90.057
27,90.441
28,91.336
29,92.696
30,93.182
31,94.099
32,96.176
33,98.961
34,100.257
35,101.427
36,101.984
37,102.001
38,102.093
39,102.097
40,102.224
41,102.262
42,102.279
43,102.291
44,102.414
45,102.551
46,102.663
47,102.994
48,103.070
49,103.610
50,104.866
51,106.857
52,107.602
53,108.792
54,111.173
55,123.516
56,134.239
57,161.827
58,162.619
59,196.980
60,202.580
61,203.287
62,203.831
63,204.178
64,204.197
65,204.436
66,204.639
67,204.664
68,204.682
69,204.682
70,204.728
71,204.736
72,204.774
73,204.794
74,204.984
75,205.028
76,205.031
77,205.058
78,205.092
79,205.162
80,205.355
81,205.410
82,205.470
83,205.820
84,206.396
85,206.695
86,207.754
87,208.515
88,208.666
89,208.885
90,209.444
91,210.208
92,210.241
93,211.545
94,212.297
95,216.248
96,306.659
97,336.597
98,347.381
99,410.000
100,410.000
