Percentage served,Time in ms
0,90.836
1,90.836
2,90.836
3,113.409
4,113.409
5,113.409
6,113.409
7,113.409
8,156.335
9,156.335
10,156.335
11,156.335
12,156.335
13,203.362
14,203.362
15,203.362
16,203.362
17,203.362
18,306.266
19,306.266
20,306.266
21,306.266
22,306.266
23,409.244
24,409.244
25,409.244
26,409.244
27,409.244
28,409.826
29,409.826
30,409.826
31,409.826
32,409.826
33,565.916
34,565.916
35,565.916
36,565.916
37,565.916
38,721.911
39,721.911
40,721.911
41,721.911
42,721.911
43,21549.056
44,21549.056
45,21549.056
46,21549.056
47,21549.056
48,41213.442
49,41213.442
50,41213.442
51,41213.442
52,41213.442
53,41677.647
54,41677.647
55,41677.647
56,41677.647
57,41677.647
58,42290.493
59,42290.493
60,42290.493
61,42290.493
62,42290.493
63,42348.908
64,42348.908
65,42348.908
66,42348.908
67,42348.908
68,53703.661
69,53703.661
70,53703.661
71,53703.661
72,53703.661
73,57444.951
74,57444.951
75,57444.951
76,57444.951
77,57444.951
78,57752.372
79,57752.372
80,57752.372
81,57752.372
82,57752.372
83,57956.763
84,57956.763
85,57956.763
86,57956.763
87,57956.763
88,58158.592
89,58158.592
90,58158.592
91,58158.592
92,58158.592
93,58499.681
94,58499.681
95,58499.681
96,58499.681
97,58499.681
98,0.257
99,0.257
100,58499.681
