Percentage served,Time in ms
0,3.670
1,3.703
2,3.750
3,3.809
4,3.814
5,3.821
6,3.827
7,3.852
8,3.898
9,3.966
10,3.969
11,4.002
12,4.002
13,4.018
14,4.061
15,4.071
16,4.153
17,4.173
18,4.214
19,4.265
20,4.272
21,4.275
22,4.276
23,4.281
24,4.343
25,4.356
26,4.369
27,4.398
28,4.433
29,4.460
30,4.466
31,4.477
32,4.517
33,4.550
34,4.581
35,4.598
36,4.634
37,4.710
38,4.748
39,4.793
40,4.803
41,4.808
42,4.885
43,4.945
44,4.986
45,5.034
46,5.043
47,5.096
48,5.257
49,5.568
50,5.651
51,5.653
52,5.798
53,6.607
54,6.961
55,7.276
56,7.851
57,8.713
58,8.964
59,12.649
60,27.637
61,102.107
62,105.751
63,132.870
64,203.766
65,204.367
66,204.542
67,204.561
68,205.154
69,208.422
70,208.706
71,210.180
72,212.908
73,306.011
74,307.775
75,353.140
76,388.571
77,407.549
78,407.684
79,407.979
80,408.036
81,408.094
82,408.144
83,408.447
84,408.464
85,408.548
86,408.564
87,408.633
88,408.635
89,408.760
90,408.797
91,408.800
92,408.878
93,408.952
94,409.109
95,409.287
96,409.732
97,511.717
98,511.744
99,43820.536
100,43820.536
