Percentage served,Time in ms
0,157.933
1,157.933
2,157.933
3,195.744
4,195.744
5,195.744
6,195.744
7,195.744
8,234.702
9,234.702
10,234.702
11,234.702
12,234.702
13,245.572
14,245.572
15,245.572
16,245.572
17,245.572
18,277.105
19,277.105
20,277.105
21,277.105
22,277.105
23,290.789
24,290.789
25,290.789
26,290.789
27,290.789
28,325.337
29,325.337
30,325.337
31,325.337
32,325.337
33,338.781
34,338.781
35,338.781
36,338.781
37,338.781
38,405.696
39,405.696
40,405.696
41,405.696
42,405.696
43,421.166
44,421.166
45,421.166
46,421.166
47,421.166
48,477.963
49,477.963
50,477.963
51,477.963
52,477.963
53,669.634
54,669.634
55,669.634
56,669.634
57,669.634
58,752.188
59,752.188
60,752.188
61,752.188
62,752.188
63,787.028
64,787.028
65,787.028
66,787.028
67,787.028
68,853.522
69,853.522
70,853.522
71,853.522
72,853.522
73,1039.726
74,1039.726
75,1039.726
76,1039.726
77,1039.726
78,1109.922
79,1109.922
80,1109.922
81,1109.922
82,1109.922
83,1148.315
84,1148.315
85,1148.315
86,1148.315
87,1148.315
88,1183.073
89,1183.073
90,1183.073
91,1183.073
92,1183.073
93,29389.111
94,29389.111
95,29389.111
96,29389.111
97,29389.111
98,0.257
99,0.257
100,29389.111
