Percentage served,Time in ms
0,3.496
1,3.645
2,3.703
3,3.706
4,3.793
5,3.932
6,3.967
7,4.046
8,4.053
9,4.066
10,4.069
11,4.095
12,4.119
13,4.120
14,4.173
15,4.187
16,4.232
17,4.375
18,4.389
19,4.516
20,4.586
21,4.596
22,4.598
23,4.627
24,4.634
25,4.655
26,4.684
27,4.721
28,4.777
29,4.835
30,5.054
31,5.176
32,5.276
33,5.293
34,5.297
35,5.489
36,5.639
37,5.682
38,5.884
39,6.092
40,6.146
41,6.728
42,7.917
43,8.226
44,9.961
45,13.125
46,15.711
47,44.608
48,50.308
49,102.535
50,102.752
51,102.913
52,129.792
53,151.610
54,177.707
55,190.810
56,193.616
57,196.032
58,204.191
59,204.521
60,204.521
61,204.784
62,204.910
63,204.966
64,214.879
65,214.973
66,218.210
67,218.803
68,225.538
69,263.374
70,282.987
71,287.398
72,296.320
73,297.182
74,297.903
75,306.864
76,307.034
77,307.192
78,307.276
79,307.285
80,307.296
81,310.171
82,315.943
83,334.643
84,367.916
85,380.024
86,386.031
87,394.331
88,408.792
89,408.912
90,408.927
91,408.935
92,409.034
93,409.038
94,409.175
95,409.516
96,409.888
97,452.570
98,454.224
99,3209.228
100,3209.228
