Percentage served,Time in ms
0,100.738
1,100.738
2,100.738
3,101.283
4,101.283
5,101.283
6,101.283
7,101.283
8,111.122
9,111.122
10,111.122
11,111.122
12,111.122
13,111.254
14,111.254
15,111.254
16,111.254
17,111.254
18,113.204
19,113.204
20,113.204
21,113.204
22,113.204
23,202.339
24,202.339
25,202.339
26,202.339
27,202.339
28,203.089
29,203.089
30,203.089
31,203.089
32,203.089
33,207.378
34,207.378
35,207.378
36,207.378
37,207.378
38,207.843
39,207.843
40,207.843
41,207.843
42,207.843
43,208.805
44,208.805
45,208.805
46,208.805
47,208.805
48,208.843
49,208.843
50,208.843
51,208.843
52,208.843
53,208.959
54,208.959
55,208.959
56,208.959
57,208.959
58,209.264
59,209.264
60,209.264
61,209.264
62,209.264
63,209.291
64,209.291
65,209.291
66,209.291
67,209.291
68,209.557
69,209.557
70,209.557
71,209.557
72,209.557
73,209.616
74,209.616
75,209.616
76,209.616
77,209.616
78,209.616
79,209.616
80,209.616
81,209.616
82,209.616
83,209.779
84,209.779
85,209.779
86,209.779
87,209.779
88,209.836
89,209.836
90,209.836
91,209.836
92,209.836
93,82870.555
94,82870.555
95,82870.555
96,82870.555
97,82870.555
98,0.257
99,0.257
100,82870.555
