Percentage served,Time in ms
0,5.364
1,10.225
2,34.153
3,41.128
4,47.762
5,49.543
6,50.927
7,54.417
8,55.139
9,57.769
10,62.458
11,62.956
12,63.773
13,66.724
14,68.824
15,69.349
16,69.782
17,70.761
18,72.524
19,73.031
20,73.833
21,74.938
22,75.988
23,79.237
24,79.356
25,79.935
26,80.987
27,84.015
28,85.465
29,85.515
30,86.482
31,86.485
32,88.026
33,89.506
34,91.869
35,92.119
36,92.596
37,92.836
38,92.870
39,93.554
40,94.937
41,95.073
42,95.449
43,96.132
44,96.282
45,97.041
46,100.947
47,101.045
48,101.138
49,101.167
50,101.228
51,102.047
52,102.085
53,102.104
54,102.185
55,102.352
56,102.377
57,102.466
58,102.470
59,102.530
60,102.653
61,102.930
62,103.015
63,103.050
64,103.312
65,103.706
66,104.128
67,105.462
68,105.495
69,105.507
70,105.819
71,105.828
72,106.537
73,106.917
74,108.802
75,109.439
76,109.772
77,112.152
78,115.585
79,119.491
80,123.503
81,129.576
82,137.172
83,171.267
84,177.230
85,204.394
86,204.588
87,204.939
88,206.051
89,218.505
90,273.941
91,921.476
92,1621.209
93,2131.686
94,2319.861
95,2466.296
96,3935.841
97,4073.575
98,6363.194
99,7054.396
100,7054.396
