Percentage served,Time in ms
0,3.493
1,3.561
2,3.732
3,3.754
4,3.871
5,3.884
6,3.898
7,3.918
8,4.161
9,4.219
10,4.308
11,4.313
12,4.420
13,4.543
14,4.640
15,4.919
16,5.055
17,5.161
18,5.378
19,5.742
20,5.863
21,5.989
22,6.159
23,6.224
24,6.333
25,6.333
26,6.357
27,6.358
28,6.369
29,6.533
30,6.552
31,6.689
32,6.783
33,6.864
34,7.239
35,7.390
36,7.617
37,7.752
38,7.844
39,7.955
40,7.968
41,7.985
42,8.005
43,8.075
44,8.844
45,8.868
46,9.844
47,10.231
48,10.238
49,10.742
50,10.771
51,12.043
52,20.094
53,39.944
54,60.426
55,84.429
56,92.955
57,93.133
58,101.992
59,102.166
60,102.827
61,204.268
62,204.351
63,204.630
64,204.876
65,205.058
66,205.118
67,205.141
68,205.438
69,205.801
70,214.154
71,214.644
72,249.617
73,284.076
74,297.600
75,306.972
76,307.016
77,307.028
78,307.115
79,307.173
80,307.256
81,307.460
82,307.677
83,307.773
84,310.042
85,399.343
86,408.214
87,409.045
88,409.340
89,409.706
90,409.754
91,409.879
92,417.132
93,430.994
94,511.923
95,530.757
96,614.051
97,731.521
98,905.469
99,1395.699
100,1395.699
