Percentage served,Time in ms
0,2.662
1,2.662
2,2.662
3,3.980
4,3.980
5,3.980
6,3.980
7,3.980
8,4.007
9,4.007
10,4.007
11,4.007
12,4.007
13,4.055
14,4.055
15,4.055
16,4.055
17,4.055
18,4.732
19,4.732
20,4.732
21,4.732
22,4.732
23,5.909
24,5.909
25,5.909
26,5.909
27,5.909
28,6.284
29,6.284
30,6.284
31,6.284
32,6.284
33,7.009
34,7.009
35,7.009
36,7.009
37,7.009
38,10.220
39,10.220
40,10.220
41,10.220
42,10.220
43,24773.775
44,24773.775
45,24773.775
46,24773.775
47,24773.775
48,25089.259
49,25089.259
50,25089.259
51,25089.259
52,25089.259
53,25600.870
54,25600.870
55,25600.870
56,25600.870
57,25600.870
58,26176.604
59,26176.604
60,26176.604
61,26176.604
62,26176.604
63,26944.423
64,26944.423
65,26944.423
66,26944.423
67,26944.423
68,27074.944
69,27074.944
70,27074.944
71,27074.944
72,27074.944
73,27328.589
74,27328.589
75,27328.589
76,27328.589
77,27328.589
78,27328.684
79,27328.684
80,27328.684
81,27328.684
82,27328.684
83,27906.477
84,27906.477
85,27906.477
86,27906.477
87,27906.477
88,28096.199
89,28096.199
90,28096.199
91,28096.199
92,28096.199
93,33561.623
94,33561.623
95,33561.623
96,33561.623
97,33561.623
98,0.257
99,0.257
100,33561.623
