Percentage served,Time in ms
0,184.263
1,217.827
2,242.614
3,269.799
4,302.202
5,323.924
6,331.029
7,335.300
8,338.152
9,341.183
10,342.246
11,343.946
12,345.124
13,346.993
14,347.983
15,348.469
16,349.371
17,349.782
18,350.571
19,351.031
20,351.739
21,352.060
22,352.918
23,353.576
24,354.439
25,355.151
26,356.223
27,356.714
28,357.263
29,359.043
30,361.725
31,364.610
32,366.160
33,366.773
34,368.384
35,372.792
36,379.508
37,383.113
38,386.615
39,389.689
40,396.415
41,403.868
42,408.354
43,412.948
44,419.330
45,424.986
46,430.426
47,434.459
48,440.892
49,449.350
50,457.687
51,468.934
52,473.222
53,489.226
54,504.642
55,516.239
56,526.837
57,533.387
58,542.156
59,548.734
60,559.860
61,564.998
62,569.888
63,572.976
64,575.927
65,578.938
66,589.275
67,595.551
68,598.917
69,600.432
70,601.142
71,602.030
72,604.113
73,610.914
74,618.331
75,618.895
76,621.670
77,628.597
78,631.358
79,631.863
80,635.543
81,637.294
82,645.001
83,654.752
84,655.968
85,660.467
86,663.758
87,671.610
88,681.027
89,695.364
90,700.348
91,714.556
92,717.887
93,725.927
94,731.454
95,741.471
96,747.616
97,751.672
98,30547.672
99,38367.448
100,43294.153
