Percentage served,Time in ms
0,4.191
1,7.087
2,8.629
3,9.914
4,12.892
5,14.570
6,16.386
7,18.270
8,22.572
9,26.042
10,32.041
11,44.864
12,48.995
13,52.379
14,54.706
15,62.804
16,78.519
17,81.671
18,86.050
19,100.022
20,108.322
21,110.371
22,112.663
23,114.508
24,117.119
25,119.259
26,122.337
27,124.960
28,127.934
29,132.976
30,135.305
31,138.453
32,142.348
33,153.026
34,156.845
35,159.158
36,161.515
37,164.253
38,165.837
39,168.139
40,176.351
41,178.130
42,180.915
43,181.814
44,183.901
45,185.200
46,185.914
47,186.888
48,187.572
49,188.049
50,188.536
51,189.136
52,189.670
53,190.593
54,191.708
55,200.875
56,254.955
57,264.238
58,272.351
59,303.240
60,351.198
61,377.988
62,392.354
63,400.846
64,416.024
65,449.023
66,485.870
67,599.840
68,659.549
69,795.219
70,833.713
71,866.381
72,889.564
73,935.242
74,985.754
75,1068.670
76,1154.440
77,1251.644
78,1357.128
79,1422.914
80,1650.339
81,1829.722
82,1996.313
83,2091.432
84,2151.150
85,2207.189
86,2277.760
87,2307.216
88,2397.153
89,2409.628
90,2504.204
91,2576.318
92,2633.244
93,2865.623
94,3018.164
95,3186.877
96,3339.247
97,4425.645
98,20017.813
99,41178.220
100,49339.275
