Percentage served,Time in ms
0,7.186
1,25.541
2,31.647
3,37.971
4,58.583
5,89.625
6,100.762
7,102.026
8,102.240
9,102.883
10,102.967
11,103.217
12,112.254
13,115.850
14,129.107
15,140.438
16,140.832
17,146.370
18,148.796
19,192.869
20,204.105
21,207.312
22,230.202
23,275.610
24,279.603
25,307.153
26,307.350
27,307.531
28,364.660
29,406.833
30,408.802
31,408.868
32,409.254
33,409.478
34,409.565
35,409.833
36,410.383
37,410.858
38,413.463
39,434.152
40,435.600
41,435.989
42,458.992
43,486.101
44,486.445
45,487.486
46,488.305
47,507.239
48,508.419
49,511.088
50,511.185
51,511.657
52,511.669
53,511.761
54,511.905
55,511.933
56,512.176
57,512.199
58,512.265
59,512.337
60,512.434
61,512.732
62,515.125
63,536.598
64,565.274
65,588.297
66,589.755
67,613.364
68,613.491
69,614.225
70,614.242
71,614.338
72,614.425
73,614.494
74,614.538
75,614.826
76,614.864
77,614.929
78,615.075
79,615.250
80,619.426
81,639.076
82,714.417
83,715.604
84,716.323
85,774.572
86,820.012
87,921.180
88,921.532
89,4402.221
90,4505.454
91,10343.565
92,12508.790
93,22253.761
94,52327.440
95,57038.732
96,116023.330
97,120050.530
98,120119.362
99,120322.162
100,120322.162
