Percentage served,Time in ms
0,6.182
1,8.332
2,8.425
3,9.126
4,9.370
5,9.596
6,28.825
7,56.573
8,92.753
9,98.711
10,99.662
11,102.601
12,102.727
13,103.386
14,136.691
15,139.010
16,167.550
17,179.862
18,182.896
19,200.076
20,204.111
21,204.336
22,204.484
23,204.595
24,204.764
25,205.070
26,205.214
27,205.270
28,205.300
29,205.310
30,205.360
31,205.432
32,205.503
33,206.529
34,206.700
35,206.718
36,206.901
37,207.973
38,208.089
39,209.036
40,243.022
41,304.815
42,305.269
43,306.157
44,306.832
45,307.460
46,399.603
47,401.565
48,408.681
49,408.723
50,409.102
51,409.126
52,409.154
53,409.173
54,409.265
55,409.521
56,409.992
57,410.197
58,410.223
59,410.552
60,411.941
61,471.452
62,481.827
63,500.991
64,503.971
65,510.135
66,510.480
67,511.182
68,511.509
69,511.815
70,511.882
71,512.100
72,512.259
73,512.520
74,512.836
75,518.195
76,543.313
77,582.259
78,606.073
79,612.605
80,613.736
81,613.843
82,614.119
83,614.129
84,614.197
85,614.224
86,614.269
87,614.501
88,614.513
89,614.529
90,614.857
91,614.867
92,616.231
93,717.484
94,717.863
95,1055.224
96,1076.501
97,1229.055
98,1337.824
99,51474.058
100,51474.058
