Percentage served,Time in ms
0,3.813
1,3.920
2,3.960
3,3.961
4,4.052
5,4.183
6,4.348
7,4.544
8,4.604
9,4.611
10,4.626
11,4.766
12,4.904
13,4.920
14,4.946
15,4.988
16,4.996
17,5.023
18,5.178
19,5.190
20,5.201
21,5.345
22,5.369
23,5.529
24,5.693
25,5.746
26,5.907
27,5.969
28,5.981
29,6.025
30,6.027
31,6.050
32,6.063
33,6.445
34,6.450
35,6.491
36,6.553
37,6.642
38,6.656
39,6.901
40,6.914
41,6.927
42,6.945
43,6.963
44,6.972
45,6.994
46,7.008
47,7.011
48,7.080
49,7.413
50,7.676
51,7.788
52,7.939
53,7.995
54,8.026
55,8.055
56,8.137
57,8.346
58,8.469
59,8.527
60,8.740
61,8.752
62,8.909
63,9.004
64,9.138
65,9.322
66,9.490
67,9.508
68,9.583
69,9.639
70,9.702
71,9.742
72,9.917
73,9.929
74,9.930
75,9.949
76,10.383
77,10.561
78,10.758
79,12.425
80,13.087
81,13.783
82,101.451
83,104.407
84,108.414
85,205.217
86,307.333
87,307.435
88,389.112
89,408.566
90,1228.062
91,1842.444
92,2048.595
93,2764.605
94,3714.662
95,3715.128
96,6618.230
97,7248.103
98,10955.987
99,25188.992
100,25188.992
