Percentage served,Time in ms
0,20.605
1,49.845
2,188.490
3,189.737
4,190.855
5,192.004
6,193.594
7,195.551
8,196.398
9,199.066
10,202.438
11,207.731
12,212.008
13,216.874
14,218.207
15,219.683
16,221.432
17,224.002
18,228.009
19,233.411
20,235.462
21,238.531
22,240.046
23,240.925
24,241.892
25,242.395
26,244.689
27,246.412
28,252.443
29,262.245
30,267.233
31,274.965
32,280.740
33,290.675
34,294.695
35,302.391
36,309.428
37,319.170
38,325.430
39,334.016
40,342.909
41,345.914
42,354.609
43,360.374
44,365.959
45,380.120
46,386.154
47,390.739
48,397.872
49,404.912
50,409.593
51,414.973
52,422.476
53,428.179
54,437.327
55,444.243
56,451.295
57,454.831
58,459.601
59,464.413
60,466.411
61,469.199
62,472.005
63,473.704
64,476.559
65,479.046
66,481.826
67,483.870
68,488.336
69,490.958
70,493.464
71,495.537
72,500.090
73,504.387
74,507.722
75,510.207
76,512.117
77,515.343
78,517.536
79,520.172
80,523.786
81,530.350
82,532.581
83,534.607
84,540.176
85,545.379
86,548.763
87,552.965
88,557.150
89,572.315
90,594.411
91,613.798
92,641.458
93,658.566
94,665.140
95,673.931
96,677.602
97,682.930
98,695.363
99,1844.070
100,20169.403
