Percentage served,Time in ms
0,2.671
1,3.466
2,3.530
3,3.639
4,3.644
5,3.691
6,3.694
7,3.695
8,3.868
9,3.921
10,4.007
11,4.011
12,4.016
13,4.027
14,4.027
15,4.116
16,4.120
17,4.144
18,4.224
19,4.224
20,4.333
21,4.334
22,4.388
23,4.399
24,4.425
25,4.536
26,4.572
27,4.625
28,4.696
29,4.725
30,4.739
31,4.763
32,4.811
33,4.841
34,4.915
35,4.998
36,5.185
37,5.285
38,5.376
39,5.576
40,5.608
41,5.806
42,5.859
43,5.866
44,5.995
45,6.010
46,6.121
47,6.134
48,6.241
49,6.591
50,6.744
51,6.760
52,7.157
53,7.222
54,7.228
55,7.278
56,7.281
57,7.302
58,7.432
59,7.484
60,7.541
61,7.768
62,8.135
63,8.163
64,8.236
65,8.974
66,9.270
67,9.336
68,9.470
69,9.528
70,9.561
71,9.700
72,9.885
73,11.989
74,12.047
75,13.919
76,15.476
77,57.187
78,98.734
79,102.380
80,102.635
81,110.260
82,122.011
83,133.052
84,141.819
85,199.469
86,202.290
87,205.117
88,216.185
89,306.361
90,306.851
91,307.108
92,332.177
93,693.654
94,921.517
95,1237.607
96,1994.240
97,2968.239
98,7500.687
99,11581.840
100,11581.840
