Percentage served,Time in ms
0,23.997
1,30.936
2,95.853
3,121.973
4,145.505
5,174.086
6,186.197
7,191.109
8,195.515
9,200.016
10,200.902
11,201.885
12,207.314
13,212.610
14,218.787
15,227.001
16,239.537
17,247.120
18,260.238
19,264.465
20,272.473
21,274.786
22,276.167
23,279.221
24,280.700
25,282.509
26,283.971
27,285.973
28,288.698
29,293.397
30,294.448
31,299.701
32,304.426
33,309.459
34,316.857
35,320.985
36,328.951
37,337.347
38,344.688
39,356.915
40,364.369
41,370.632
42,375.241
43,382.317
44,390.794
45,394.069
46,402.289
47,408.834
48,411.903
49,416.628
50,420.112
51,424.311
52,426.328
53,434.539
54,441.976
55,448.435
56,461.043
57,466.519
58,471.968
59,475.017
60,479.145
61,486.100
62,488.934
63,496.607
64,499.882
65,501.225
66,502.896
67,505.264
68,507.223
69,509.440
70,511.046
71,512.243
72,515.912
73,518.495
74,523.767
75,525.474
76,526.851
77,527.904
78,528.828
79,529.550
80,530.997
81,533.004
82,534.945
83,536.521
84,539.898
85,541.688
86,543.455
87,545.015
88,546.727
89,549.587
90,553.316
91,563.695
92,575.558
93,606.306
94,614.123
95,639.496
96,654.381
97,683.188
98,742.907
99,761.408
100,8611.384
