Percentage served,Time in ms
0,3.309
1,4.044
2,4.077
3,4.096
4,4.123
5,4.149
6,4.204
7,4.229
8,4.236
9,4.238
10,4.247
11,4.255
12,4.274
13,4.299
14,4.301
15,4.319
16,4.324
17,4.356
18,4.407
19,4.438
20,4.461
21,4.475
22,4.499
23,4.507
24,4.512
25,4.520
26,4.523
27,4.550
28,4.579
29,4.608
30,4.653
31,4.684
32,4.726
33,4.762
34,4.784
35,4.809
36,4.812
37,4.834
38,4.838
39,4.847
40,4.862
41,4.872
42,4.883
43,4.922
44,4.938
45,4.946
46,4.954
47,4.997
48,5.008
49,5.040
50,5.041
51,5.042
52,5.069
53,5.074
54,5.142
55,5.153
56,5.176
57,5.195
58,5.263
59,5.271
60,5.295
61,5.320
62,5.337
63,5.355
64,5.393
65,5.396
66,5.412
67,5.502
68,5.590
69,5.756
70,5.845
71,6.045
72,6.053
73,6.097
74,6.112
75,6.133
76,6.134
77,6.163
78,6.246
79,6.279
80,6.287
81,6.288
82,6.389
83,6.393
84,6.413
85,6.460
86,6.527
87,6.690
88,6.798
89,6.984
90,7.704
91,8.189
92,10.349
93,34.111
94,101.933
95,152.790
96,204.637
97,307.610
98,454.101
99,4301.728
100,4301.728
