Percentage served,Time in ms
0,6.399
1,7.261
2,11.002
3,57.767
4,91.069
5,101.996
6,102.283
7,102.290
8,103.111
9,193.179
10,193.236
11,193.946
12,197.859
13,202.921
14,203.036
15,204.137
16,204.520
17,204.525
18,204.655
19,204.789
20,204.892
21,204.907
22,204.981
23,205.014
24,205.022
25,205.058
26,205.144
27,205.310
28,205.326
29,205.986
30,206.477
31,215.648
32,216.372
33,216.376
34,216.383
35,216.817
36,249.007
37,259.498
38,304.238
39,306.316
40,306.797
41,306.846
42,306.879
43,306.888
44,306.931
45,307.066
46,307.071
47,307.114
48,307.141
49,307.213
50,307.242
51,307.295
52,307.309
53,307.500
54,307.660
55,308.156
56,309.543
57,319.829
58,335.904
59,397.185
60,408.424
61,409.224
62,409.245
63,409.281
64,409.311
65,409.445
66,409.574
67,409.819
68,409.881
69,409.933
70,410.637
71,410.810
72,412.587
73,458.049
74,511.791
75,511.848
76,512.078
77,613.881
78,614.742
79,819.729
80,920.816
81,920.990
82,921.646
83,1228.630
84,1229.139
85,1331.533
86,1433.141
87,1509.078
88,2575.252
89,2894.222
90,3788.311
91,7854.940
92,8016.006
93,8016.417
94,9673.124
95,15051.985
96,18123.935
97,18944.086
98,25086.404
99,25087.748
100,25087.748
