Percentage served,Time in ms
0,2.924
1,5.598
2,6.728
3,7.523
4,7.878
5,8.111
6,8.298
7,8.456
8,8.684
9,8.813
10,8.962
11,9.039
12,9.128
13,9.228
14,9.310
15,9.389
16,9.479
17,9.606
18,9.661
19,9.769
20,9.856
21,9.943
22,10.022
23,10.090
24,10.180
25,10.304
26,10.371
27,10.487
28,10.620
29,10.683
30,10.895
31,11.003
32,11.095
33,11.164
34,11.284
35,11.512
36,11.684
37,11.873
38,12.026
39,12.159
40,12.218
41,12.363
42,12.666
43,13.153
44,13.869
45,15.101
46,15.975
47,16.849
48,18.134
49,19.191
50,20.470
51,21.796
52,23.663
53,26.763
54,32.645
55,38.564
56,46.447
57,54.914
58,60.647
59,67.257
60,78.334
61,89.271
62,101.260
63,103.367
64,110.208
65,120.856
66,142.811
67,153.589
68,189.722
69,204.652
70,217.728
71,241.032
72,282.907
73,308.949
74,386.565
75,420.883
76,622.871
77,699.792
78,719.214
79,749.277
80,781.682
81,832.176
82,924.064
83,1001.864
84,1034.508
85,1129.828
86,1133.031
87,1315.507
88,1666.753
89,1801.109
90,1911.558
91,1949.992
92,2128.243
93,2543.969
94,2864.413
95,2983.576
96,3895.290
97,6044.199
98,15781.867
99,68126.721
100,120404.009
