Percentage served,Time in ms
0,9.487
1,75.687
2,86.548
3,91.130
4,99.288
5,124.623
6,126.978
7,128.786
8,131.044
9,132.203
10,134.202
11,134.773
12,135.214
13,138.679
14,141.335
15,145.080
16,146.022
17,150.274
18,155.517
19,161.802
20,166.545
21,176.472
22,183.097
23,185.850
24,187.308
25,188.653
26,190.705
27,191.360
28,191.831
29,192.279
30,192.728
31,193.227
32,193.896
33,194.790
34,195.861
35,199.156
36,201.037
37,202.416
38,204.344
39,206.200
40,208.453
41,210.464
42,212.693
43,216.238
44,218.806
45,219.819
46,224.270
47,228.034
48,229.386
49,238.258
50,241.603
51,243.209
52,252.444
53,255.206
54,259.954
55,265.903
56,272.315
57,282.396
58,288.078
59,298.242
60,304.519
61,310.723
62,312.440
63,316.098
64,323.111
65,333.975
66,347.843
67,351.821
68,359.797
69,362.813
70,369.263
71,376.407
72,380.266
73,380.932
74,382.138
75,382.873
76,387.018
77,392.067
78,394.485
79,397.514
80,398.511
81,400.258
82,400.744
83,402.102
84,403.032
85,404.206
86,405.548
87,406.747
88,407.858
89,408.768
90,409.924
91,410.411
92,411.815
93,412.700
94,413.798
95,415.722
96,418.983
97,427.049
98,1279.038
99,1952.655
100,5527.237
