Percentage served,Time in ms
0,224.480
1,281.231
2,288.403
3,288.532
4,288.779
5,288.896
6,301.828
7,302.976
8,304.244
9,304.550
10,328.275
11,337.718
12,354.938
13,390.581
14,394.768
15,396.081
16,396.585
17,396.913
18,397.429
19,400.903
20,428.577
21,445.407
22,462.806
23,483.582
24,485.141
25,487.078
26,497.420
27,506.749
28,511.775
29,517.499
30,521.815
31,524.087
32,532.794
33,537.490
34,543.891
35,549.093
36,554.061
37,559.801
38,565.265
39,570.464
40,574.713
41,578.500
42,581.915
43,587.145
44,592.135
45,597.360
46,598.683
47,601.631
48,604.472
49,609.030
50,611.602
51,614.420
52,616.258
53,618.733
54,624.714
55,633.832
56,638.849
57,645.982
58,653.040
59,659.842
60,665.694
61,672.233
62,679.039
63,680.913
64,682.197
65,683.263
66,685.027
67,688.060
68,689.090
69,689.627
70,689.985
71,695.975
72,705.458
73,709.750
74,719.222
75,722.325
76,726.829
77,734.303
78,740.052
79,746.380
80,759.271
81,770.380
82,775.501
83,788.976
84,796.536
85,807.215
86,810.165
87,814.923
88,819.487
89,827.902
90,831.489
91,836.442
92,842.277
93,844.969
94,850.032
95,855.946
96,862.214
97,868.734
98,17793.814
99,19864.833
100,23298.351
