timestamp,cpu_usage_pct,mem_used_mb,mem_total_mb,mem_usage_pct,buffers_mb,cached_mb,disk_read_mb_s,disk_write_mb_s,disk_used_gb,disk_total_gb,disk_usage_pct,net_rx_mb_s,net_tx_mb_s,total_connections,established,syn_recv,time_wait,close_wait,haproxy_active_conns,server2_up,server3_up,avg_load_pct
2026-04-23 11:17:00,0.0,954.83,1966.89,48.55,9.22,966.62,0.0,0.0,13.6,24.44,55.65,0.0,0.0,96,6,0,81,0,0,0,0,44.8
2026-04-23 11:17:02,32.43,954.46,1966.89,48.53,9.22,967.02,0.0,1.65,13.6,24.44,55.65,0.16,0.01,95,6,0,81,0,0,0,0,44.8
2026-04-23 11:17:05,43.26,954.28,1966.89,48.52,9.23,967.22,0.0,0.07,13.6,24.44,55.65,0.2,0.03,68,6,0,54,0,0,0,0,45.5
2026-04-23 11:17:07,48.74,953.82,1966.89,48.49,9.23,967.72,0.0,0.57,13.6,24.44,55.66,0.45,0.09,840,81,2,743,0,33,0,0,100.0
2026-04-23 11:17:10,69.86,954.58,1966.89,48.53,9.24,972.22,0.0,2.11,13.6,24.44,55.66,0.66,0.13,2064,56,0,2000,0,11,1,0,57.4
2026-04-23 11:17:13,38.49,956.82,1966.89,48.65,9.24,972.78,0.0,0.0,13.6,24.44,55.66,0.28,0.02,2057,49,0,2000,0,9,1,0,57.4
2026-04-23 11:17:16,39.73,956.43,1966.89,48.63,9.25,973.36,0.0,2.04,13.6,24.44,55.66,0.34,0.02,2055,47,0,2000,0,8,1,0,57.4
2026-04-23 11:17:20,37.58,956.13,1966.89,48.61,9.26,974.26,0.0,4.78,13.6,24.44,55.67,0.56,0.04,2014,6,0,2000,0,0,1,0,30.6
2026-04-23 11:17:23,38.71,955.12,1966.89,48.56,9.26,975.12,0.0,0.0,13.6,24.44,55.67,0.4,0.02,2014,6,0,2000,0,0,1,0,30.6
2026-04-23 11:17:26,37.38,954.88,1966.89,48.55,9.27,975.75,0.0,0.04,13.6,24.44,55.67,0.34,0.02,2014,6,0,2000,0,0,1,0,30.6
2026-04-23 11:17:29,36.32,954.71,1966.89,48.54,9.27,976.24,0.0,0.0,13.61,24.44,55.68,0.26,0.02,2014,6,0,2000,0,0,1,0,30.6
2026-04-23 11:17:32,32.74,954.54,1966.89,48.53,9.28,976.85,0.0,2.79,13.61,24.44,55.68,0.31,0.02,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:35,33.94,955.79,1966.89,48.59,9.29,977.78,0.0,0.04,13.61,24.44,55.68,0.33,0.02,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:38,33.18,955.57,1966.89,48.58,9.29,978.24,0.0,0.07,13.61,24.44,55.68,0.3,0.02,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:42,32.41,955.55,1966.89,48.58,9.29,978.68,0.0,0.04,13.61,24.44,55.68,0.24,0.01,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:45,33.17,956.86,1966.89,48.65,9.29,982.39,1.3,0.0,13.61,24.44,55.69,0.21,0.01,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:48,33.66,956.78,1966.89,48.64,9.3,982.69,0.0,0.04,13.61,24.44,55.69,0.21,0.01,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:51,33.33,956.67,1966.89,48.64,9.31,983.21,0.0,0.05,13.61,24.44,55.69,0.22,0.01,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:54,36.84,956.2,1966.89,48.62,9.31,983.64,0.0,0.86,13.61,24.44,55.69,0.26,0.02,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:17:57,31.25,956.02,1966.89,48.61,9.32,984.11,0.0,0.04,13.61,24.44,55.69,0.21,0.01,2014,6,0,2000,0,0,1,0,30.55
2026-04-23 11:18:00,29.72,955.8,1966.89,48.59,9.32,984.47,0.0,0.0,13.61,24.44,55.69,0.18,0.01,2014,6,0,2000,0,0,1,0,30.6
