Percentage served,Time in ms
0,10.183
1,22.432
2,112.972
3,119.695
4,127.392
5,134.757
6,141.589
7,170.569
8,179.301
9,204.569
10,206.073
11,213.233
12,220.922
13,222.658
14,225.666
15,226.951
16,230.464
17,235.081
18,241.870
19,244.223
20,244.892
21,262.088
22,276.035
23,306.843
24,326.093
25,351.922
26,417.811
27,424.102
28,427.667
29,432.100
30,433.859
31,435.455
32,438.408
33,439.506
34,451.783
35,466.131
36,473.594
37,483.993
38,491.131
39,493.302
40,497.857
41,503.142
42,509.050
43,516.034
44,522.791
45,524.952
46,538.270
47,543.284
48,552.577
49,558.788
50,563.595
51,569.642
52,576.259
53,582.161
54,591.823
55,598.958
56,606.747
57,614.363
58,624.059
59,628.307
60,632.782
61,640.208
62,647.298
63,651.913
64,661.143
65,669.553
66,676.153
67,695.443
68,704.772
69,714.554
70,722.554
71,731.125
72,742.203
73,749.435
74,752.217
75,758.671
76,768.153
77,775.380
78,777.815
79,784.474
80,786.010
81,796.462
82,799.395
83,807.885
84,813.000
85,1155.302
86,1165.126
87,1174.595
88,1184.692
89,1196.916
90,1347.026
91,1356.661
92,1377.195
93,1379.699
94,1393.343
95,1401.201
96,1438.725
97,1454.347
98,1471.581
99,1488.132
100,17301.782
