Percentage served,Time in ms
0,5.832
1,18.099
2,72.261
3,101.430
4,102.286
5,102.593
6,102.766
7,103.334
8,112.053
9,192.247
10,204.500
11,204.833
12,205.536
13,299.860
14,307.428
15,342.994
16,409.526
17,422.603
18,511.139
19,512.298
20,513.616
21,612.958
22,614.290
23,616.508
24,707.710
25,716.319
26,717.019
27,721.594
28,818.087
29,818.741
30,819.194
31,820.004
32,836.201
33,915.361
34,921.056
35,921.903
36,930.443
37,1017.190
38,1023.692
39,1024.545
40,1033.594
41,1125.578
42,1126.811
43,1217.436
44,1228.473
45,1229.192
46,1327.658
47,1331.331
48,1350.622
49,1433.306
50,1434.153
51,1522.365
52,1535.882
53,1608.231
54,1638.054
55,1639.942
56,1740.817
57,1843.194
58,1945.379
59,2048.343
60,2150.639
61,2252.721
62,2356.245
63,2560.056
64,2694.631
65,2876.140
66,3164.522
67,3379.042
68,3583.647
69,3788.894
70,4050.726
71,4394.933
72,4710.740
73,5017.657
74,5358.834
75,5827.396
76,6382.979
77,6862.155
78,7817.405
79,10163.865
80,14933.178
81,16793.435
82,23919.864
83,23922.358
84,23923.383
85,23924.044
86,23925.124
87,24098.725
88,27749.448
89,30869.933
90,33280.372
91,36502.625
92,39310.440
93,40654.327
94,41488.109
95,42098.629
96,43316.201
97,44851.799
98,49153.156
99,53966.341
100,56407.454
