Percentage served,Time in ms
0,25.766
1,26.316
2,28.543
3,37.331
4,40.523
5,41.634
6,41.679
7,42.278
8,46.286
9,48.600
10,53.729
11,54.885
12,55.388
13,56.235
14,56.750
15,56.795
16,56.819
17,58.532
18,58.786
19,61.510
20,62.589
21,62.600
22,62.644
23,63.373
24,64.132
25,64.284
26,64.935
27,65.594
28,65.626
29,66.432
30,67.006
31,67.314
32,68.523
33,69.304
34,69.432
35,70.351
36,70.573
37,72.171
38,74.228
39,74.896
40,75.348
41,75.786
42,78.631
43,79.320
44,79.640
45,79.778
46,82.072
47,82.553
48,84.294
49,86.365
50,86.871
51,87.117
52,87.636
53,88.760
54,88.842
55,90.502
56,92.788
57,92.801
58,93.411
59,93.968
60,94.212
61,95.208
62,95.351
63,95.549
64,95.653
65,96.112
66,96.206
67,96.390
68,96.396
69,98.268
70,101.748
71,102.126
72,103.005
73,103.628
74,103.660
75,104.200
76,104.984
77,105.727
78,106.029
79,106.148
80,107.585
81,108.227
82,108.406
83,110.461
84,110.581
85,111.657
86,112.640
87,113.781
88,115.349
89,118.134
90,118.168
91,124.753
92,130.304
93,162.421
94,248.851
95,251.319
96,317.545
97,3673.144
98,9786.536
99,11251.372
100,11251.372
