Percentage served,Time in ms
0,3.498
1,3.625
2,3.693
3,3.751
4,3.775
5,3.835
6,3.865
7,3.882
8,3.893
9,3.902
10,3.905
11,3.922
12,3.922
13,3.951
14,3.951
15,3.956
16,3.983
17,4.002
18,4.005
19,4.044
20,4.050
21,4.061
22,4.089
23,4.128
24,4.133
25,4.135
26,4.148
27,4.212
28,4.240
29,4.242
30,4.250
31,4.250
32,4.322
33,4.460
34,4.475
35,4.511
36,4.533
37,4.572
38,4.603
39,4.619
40,4.775
41,4.791
42,4.800
43,4.812
44,4.829
45,5.025
46,5.045
47,5.225
48,5.267
49,5.525
50,5.938
51,6.234
52,8.840
53,8.908
54,9.718
55,12.009
56,15.389
57,17.404
58,19.923
59,20.288
60,21.687
61,22.076
62,22.638
63,24.491
64,24.705
65,25.538
66,25.540
67,25.551
68,26.134
69,26.667
70,26.829
71,27.483
72,28.113
73,29.262
74,29.765
75,33.248
76,33.568
77,35.622
78,38.050
79,54.163
80,91.708
81,92.406
82,101.283
83,102.109
84,112.731
85,131.607
86,204.078
87,204.759
88,204.847
89,205.502
90,227.826
91,231.370
92,280.539
93,287.441
94,307.713
95,391.515
96,776.914
97,859.646
98,2240.063
99,14451.997
100,14451.997
