Percentage served,Time in ms
0,3.894
1,4.380
2,4.547
3,4.665
4,4.720
5,4.799
6,4.898
7,4.973
8,5.023
9,5.061
10,5.124
11,5.158
12,5.198
13,5.255
14,5.296
15,5.349
16,5.393
17,5.435
18,5.472
19,5.498
20,5.538
21,5.597
22,5.639
23,5.672
24,5.699
25,5.726
26,5.754
27,5.796
28,5.845
29,5.874
30,5.901
31,5.942
32,5.976
33,6.008
34,6.044
35,6.081
36,6.108
37,6.151
38,6.182
39,6.227
40,6.273
41,6.320
42,6.362
43,6.409
44,6.452
45,6.503
46,6.529
47,6.575
48,6.623
49,6.670
50,6.734
51,6.819
52,6.866
53,6.922
54,6.988
55,7.046
56,7.095
57,7.156
58,7.219
59,7.291
60,7.338
61,7.391
62,7.465
63,7.573
64,7.639
65,7.719
66,7.826
67,7.929
68,8.035
69,8.174
70,8.296
71,8.393
72,8.538
73,8.715
74,8.851
75,8.953
76,9.136
77,9.292
78,9.462
79,9.598
80,9.811
81,9.970
82,10.267
83,10.528
84,10.717
85,11.067
86,11.272
87,11.663
88,12.079
89,12.399
90,12.787
91,13.152
92,13.634
93,14.174
94,14.720
95,15.463
96,16.156
97,18.134
98,31019.335
99,36012.122
100,38396.469
