Percentage served,Time in ms
0,3.880
1,4.022
2,4.181
3,4.374
4,4.403
5,4.495
6,4.542
7,4.833
8,4.920
9,4.943
10,4.955
11,5.164
12,5.174
13,5.175
14,5.320
15,5.366
16,5.370
17,5.470
18,5.494
19,5.617
20,5.631
21,5.786
22,5.936
23,6.067
24,6.342
25,6.416
26,6.520
27,6.781
28,6.909
29,7.005
30,7.089
31,7.108
32,7.126
33,7.177
34,7.220
35,7.254
36,7.465
37,7.480
38,7.558
39,7.712
40,7.821
41,7.834
42,7.863
43,7.867
44,7.930
45,7.988
46,8.107
47,8.146
48,8.744
49,8.878
50,8.923
51,8.938
52,8.973
53,9.045
54,9.050
55,9.102
56,9.205
57,9.381
58,9.532
59,9.544
60,9.683
61,9.923
62,9.990
63,10.200
64,10.227
65,10.228
66,10.252
67,10.339
68,10.418
69,10.505
70,10.640
71,10.961
72,11.467
73,11.617
74,11.673
75,11.800
76,11.815
77,11.825
78,11.885
79,12.489
80,12.527
81,12.528
82,12.928
83,13.274
84,13.636
85,13.825
86,13.961
87,14.404
88,14.890
89,14.927
90,14.960
91,18.679
92,21.813
93,25.284
94,306.937
95,307.005
96,408.907
97,408.987
98,409.362
99,121112.413
100,121112.413
