Percentage served,Time in ms
0,3.337
1,3.361
2,3.398
3,3.411
4,3.480
5,3.508
6,3.557
7,3.594
8,3.595
9,3.605
10,3.618
11,3.619
12,3.623
13,3.684
14,3.712
15,3.715
16,3.723
17,3.731
18,3.745
19,3.751
20,3.756
21,3.782
22,3.783
23,3.791
24,3.793
25,3.849
26,3.855
27,3.864
28,3.885
29,3.892
30,3.902
31,3.925
32,3.929
33,3.939
34,3.940
35,3.948
36,3.956
37,3.961
38,3.963
39,3.977
40,3.980
41,3.986
42,3.989
43,3.989
44,3.996
45,3.998
46,4.013
47,4.024
48,4.073
49,4.085
50,4.164
51,4.168
52,4.182
53,4.190
54,4.194
55,4.270
56,4.292
57,4.307
58,4.337
59,4.355
60,4.396
61,4.412
62,4.415
63,4.447
64,4.450
65,4.453
66,4.454
67,4.462
68,4.475
69,4.498
70,4.504
71,4.605
72,4.621
73,4.682
74,4.711
75,4.722
76,4.732
77,4.736
78,4.765
79,4.789
80,4.795
81,4.818
82,4.847
83,4.853
84,5.002
85,5.030
86,5.076
87,5.254
88,5.374
89,5.856
90,5.907
91,308.494
92,408.400
93,408.416
94,409.100
95,409.210
96,409.339
97,409.521
98,409.720
99,120436.875
100,120436.875
