Percentage served,Time in ms
0,49.969
1,49.969
2,49.969
3,129.118
4,129.118
5,129.118
6,129.118
7,129.118
8,156.020
9,156.020
10,156.020
11,156.020
12,156.020
13,284.235
14,284.235
15,284.235
16,284.235
17,284.235
18,585.641
19,585.641
20,585.641
21,585.641
22,585.641
23,586.955
24,586.955
25,586.955
26,586.955
27,586.955
28,587.747
29,587.747
30,587.747
31,587.747
32,587.747
33,588.333
34,588.333
35,588.333
36,588.333
37,588.333
38,592.394
39,592.394
40,592.394
41,592.394
42,592.394
43,597.006
44,597.006
45,597.006
46,597.006
47,597.006
48,1900.846
49,1900.846
50,1900.846
51,1900.846
52,1900.846
53,1901.511
54,1901.511
55,1901.511
56,1901.511
57,1901.511
58,1901.635
59,1901.635
60,1901.635
61,1901.635
62,1901.635
63,1901.811
64,1901.811
65,1901.811
66,1901.811
67,1901.811
68,1902.083
69,1902.083
70,1902.083
71,1902.083
72,1902.083
73,1902.297
74,1902.297
75,1902.297
76,1902.297
77,1902.297
78,1905.392
79,1905.392
80,1905.392
81,1905.392
82,1905.392
83,1911.064
84,1911.064
85,1911.064
86,1911.064
87,1911.064
88,1914.540
89,1914.540
90,1914.540
91,1914.540
92,1914.540
93,2713.498
94,2713.498
95,2713.498
96,2713.498
97,2713.498
98,0.257
99,0.257
100,2713.498
