Percentage served,Time in ms
0,5.402
1,10.726
2,12.953
3,16.050
4,23.762
5,33.490
6,39.060
7,45.123
8,49.920
9,53.659
10,57.318
11,62.193
12,67.492
13,72.993
14,78.407
15,84.835
16,92.467
17,99.114
18,101.852
19,102.804
20,104.158
21,111.078
22,119.379
23,133.552
24,146.967
25,168.094
26,185.631
27,201.994
28,204.617
29,205.346
30,216.295
31,249.147
32,281.464
33,304.729
34,315.801
35,332.876
36,358.841
37,406.635
38,430.149
39,474.384
40,497.215
41,511.588
42,513.985
43,561.436
44,613.886
45,615.027
46,644.488
47,682.909
48,755.613
49,935.082
50,1120.103
51,1341.413
52,6560.615
53,9524.263
54,11879.654
55,14138.061
56,15870.901
57,19253.944
58,21347.324
59,24718.341
60,28431.524
61,32769.349
62,36953.016
63,40056.016
64,44091.006
65,46397.429
66,50588.653
67,54271.314
68,57940.542
69,61056.794
70,63714.291
71,65922.304
72,69015.041
73,72318.006
74,77098.936
75,80584.250
76,83963.034
77,85847.458
78,90619.446
79,92968.097
80,95735.245
81,98227.723
82,103728.191
83,106824.133
84,110914.815
85,116204.080
86,120012.191
87,120027.326
88,120035.673
89,120046.719
90,120083.553
91,120104.242
92,120112.576
93,120119.960
94,120144.292
95,120172.729
96,120207.596
97,120224.028
98,120276.666
99,120430.608
100,126868.854
