Percentage served,Time in ms
0,9.361
1,186.314
2,191.670
3,192.985
4,195.987
5,198.451
6,200.631
7,201.872
8,206.197
9,207.744
10,210.243
11,210.976
12,212.682
13,215.001
14,217.072
15,218.095
16,219.631
17,220.184
18,221.859
19,222.981
20,225.058
21,226.324
22,227.291
23,231.822
24,236.209
25,241.613
26,245.751
27,248.328
28,251.326
29,253.184
30,256.558
31,259.213
32,260.227
33,262.344
34,266.967
35,269.346
36,277.490
37,281.799
38,288.309
39,293.220
40,303.498
41,309.851
42,317.054
43,320.513
44,324.905
45,332.136
46,339.653
47,345.324
48,349.543
49,355.047
50,358.404
51,361.484
52,366.483
53,369.347
54,373.358
55,381.868
56,391.679
57,395.075
58,406.303
59,416.519
60,421.878
61,430.287
62,437.776
63,443.553
64,448.721
65,451.005
66,457.234
67,462.458
68,465.673
69,467.571
70,469.591
71,471.546
72,472.407
73,473.663
74,475.242
75,477.448
76,480.440
77,482.351
78,486.460
79,488.422
80,491.814
81,492.684
82,495.782
83,497.471
84,499.096
85,501.892
86,504.551
87,507.915
88,512.200
89,515.957
90,518.101
91,519.774
92,526.966
93,530.354
94,533.625
95,537.026
96,539.457
97,542.181
98,735.836
99,16996.507
100,51860.311
