Percentage served,Time in ms
0,3.597
1,3.694
2,3.714
3,3.856
4,3.891
5,3.921
6,3.932
7,3.937
8,4.011
9,4.031
10,4.061
11,4.073
12,4.082
13,4.104
14,4.125
15,4.138
16,4.139
17,4.177
18,4.192
19,4.203
20,4.240
21,4.246
22,4.349
23,4.374
24,4.397
25,4.587
26,4.598
27,4.616
28,4.619
29,4.628
30,4.660
31,4.691
32,4.706
33,4.726
34,4.730
35,4.756
36,4.770
37,4.795
38,4.827
39,4.858
40,4.875
41,4.877
42,4.887
43,4.984
44,4.994
45,5.023
46,5.089
47,5.103
48,5.143
49,5.151
50,5.172
51,5.173
52,5.178
53,5.200
54,5.241
55,5.359
56,5.365
57,5.374
58,5.384
59,5.406
60,5.411
61,5.454
62,5.523
63,5.582
64,5.599
65,5.611
66,5.626
67,5.634
68,5.635
69,5.741
70,5.792
71,5.855
72,5.901
73,5.948
74,6.039
75,6.061
76,6.186
77,6.226
78,6.452
79,6.536
80,6.734
81,6.769
82,6.786
83,6.797
84,6.984
85,7.003
86,7.126
87,7.254
88,7.281
89,7.349
90,7.715
91,7.914
92,8.166
93,14.920
94,61.192
95,103.728
96,152.122
97,206.484
98,673.075
99,1213.457
100,1213.457
