starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 23 11:07:19 2026	1776922639	0	53	53	53
Thu Apr 23 11:07:19 2026	1776922639	5	87	91	86
Thu Apr 23 11:07:19 2026	1776922639	4	88	92	88
Thu Apr 23 11:07:19 2026	1776922639	0	92	92	92
Thu Apr 23 11:07:30 2026	1776922650	0	99	99	99
Thu Apr 23 11:07:19 2026	1776922639	3	98	101	98
Thu Apr 23 11:07:30 2026	1776922650	0	102	102	101
Thu Apr 23 11:07:30 2026	1776922650	0	106	106	105
Thu Apr 23 11:07:30 2026	1776922650	0	112	112	111
Thu Apr 23 11:07:19 2026	1776922639	5	10383	10388	10383
Thu Apr 23 11:07:19 2026	1776922639	3	12227	12230	12227
Thu Apr 23 11:07:19 2026	1776922639	4	12980	12985	12980
Thu Apr 23 11:07:19 2026	1776922639	0	17479	17479	17478
Thu Apr 23 11:07:19 2026	1776922639	0	19369	19369	19369
Thu Apr 23 11:06:05 2026	1776922565	58	73930	73989	73928
Thu Apr 23 11:07:19 2026	1776922639	0	76037	76037	76037
Thu Apr 23 11:07:20 2026	1776922640	0	76046	76046	76045
Thu Apr 23 11:07:19 2026	1776922639	3	76227	76230	76227
Thu Apr 23 11:07:19 2026	1776922639	4	76227	76231	76227
Thu Apr 23 11:07:19 2026	1776922639	5	76227	76232	76227
